"","prolific_pid","modulo","id","session_id","responses","tp","tn","fp","fn","cumulative_pay","condition","incentive","trial","duration","positives","negatives","p_trial_id","block_id","block","trial_pay","selected_positives","alpha","payoff_trial","payoff_lower","payoff_upper","expected_over_optimal"
"1487","5de301515253b03390043d12",80,1887,"5e3f6473efb86e1c939f60b9","8",1,6,0,3,-7440,"ci","10",1,12.066,4,6,49,19,3,80,1,9,80,-1160,200,0.911094783247612
"1488","58d9a79c33fef3000118abdf",50,1888,"5e3f67178dd3cf1ca62c14a0","3",1,5,0,4,-960,"ci","1",23,4.264,5,5,41,11,2,40,1,99,40,-10000,200,0.984217233604549
"1489","5a95694a4eecca0001dd4721",21,1889,"5e3f646111f2e11c2b6ec11d","6,5,3",2,7,1,0,-2240,"ci","10",18,4.461,2,8,83,23,4,0,3,9,0,-1480,200,0.880428316478287
"1490","5dd33261fce6063503a61fd2",9,1890,"5e3f64584425131c4df331b7","null",0,2,0,8,-720,"ci","5",16,10.865,8,2,79,19,4,-120,0,19,-120,-920,200,0.713648528099911
"1491","5c44b3fe1bbffd0001014286",35,1892,"5e3f647ec10d051c176daec4","3,7,2,5",3,5,1,1,-3440,"ci","1",8,7.862,4,6,62,2,3,-1840,4,99,-1840,-11960,200,0.832168407203355
"1492","5e15a5f7082675b7e19b2bbc",30,1893,"5e3f6463280cae1c6f6f6c7b","2,8,1,10",2,3,2,3,-81680,"ci","10",7,8.436,5,5,54,24,3,-320,4,9,-320,-1000,200,0.566194837635304
"1493","58d9a79c33fef3000118abdf",50,1894,"5e3f67178dd3cf1ca62c14a0","null",0,5,0,5,-960,"ci","1",11,4.49,5,5,42,12,2,0,0,99,0,-10000,200,0.980296049406921
"1494","5d1e47055538e6001a842e3b",77,1895,"5e3f645423323f1c3c7463b4","1,9,7,6,2,10,5",6,3,1,0,-29040,"ci","1",10,15.554,6,4,41,11,2,-1800,7,99,-1800,-8040,200,0.757189661448853
"1495","5dbee94de0a6e839b5a23898",84,1896,"5e3f647819a5ea1c3bf2e5fa","3",1,3,0,6,3040,"ci","1",26,12.053,7,3,64,4,3,-40,1,99,-40,-6080,200,0.961630313644324
"1496","5be36be211870100014e3a10",43,1897,"5e3f696809a1141d0e3e447b","4,7",2,5,0,3,80,"ci","5",12,13.819,5,5,1,1,1,80,2,19,80,-2000,200,0.945024988641527
"1497","5aeacc45d9f2be00019341ae",64,1898,"5e3f66afd960941c8cfc0d5e","7,3,5",3,2,0,5,440,"ci","5",16,16.529,8,2,38,8,2,0,3,19,0,-920,200,0.820695807314897
"1498","5a95694a4eecca0001dd4721",21,1899,"5e3f646111f2e11c2b6ec11d","5,7",2,6,0,2,-2120,"ci","10",8,6.78,4,6,84,24,4,120,2,9,120,-1160,200,0.940484937545922
"1499","58d9a79c33fef3000118abdf",50,1901,"5e3f67178dd3cf1ca62c14a0","4",1,6,0,3,-880,"ci","1",30,5.898,4,6,43,13,2,80,1,99,80,-11960,200,0.990050160348656
"1500","5c44b3fe1bbffd0001014286",35,1902,"5e3f647ec10d051c176daec4","7,3,4,8,5,9",5,4,1,0,-5240,"ci","1",12,9.306,5,5,63,3,3,-1800,6,99,-1800,-10000,200,0.803842760513675
"1501","5e15a5f7082675b7e19b2bbc",30,1903,"5e3f6463280cae1c6f6f6c7b","8,3,2,9",4,6,0,0,-81480,"ci","10",6,8.833,4,6,55,25,3,200,4,9,200,-1160,200,0.999265246142542
"1502","5dd33261fce6063503a61fd2",9,1904,"5e3f64584425131c4df331b7","null",0,5,0,5,-720,"ci","5",25,11.29,5,5,80,20,4,0,0,19,0,-2000,200,0.908677873693776
"1503","5a95694a4eecca0001dd4721",21,1905,"5e3f646111f2e11c2b6ec11d","10,8,3",3,3,0,4,-2080,"ci","10",29,4.108,7,3,85,25,4,40,3,9,40,-680,200,0.817253121452894
"1504","5defe76ec33cea000b6cb8e1",58,1906,"5e3f6466f09a9f1c6057268b","null",0,1,0,9,-2480,"ci","1",13,6.641,9,1,50,20,3,-160,0,99,-160,-2160,200,0.847098686997035
"1505","58d9a79c33fef3000118abdf",50,1907,"5e3f67178dd3cf1ca62c14a0","null",0,8,0,2,-760,"ci","1",18,4.552,2,8,44,14,2,120,0,99,120,-15880,200,0.994962999813444
"1506","5d423b7706811e001ada5b08",48,1908,"5e3f6469fce14d1c41837c87","4,1,9,3",4,6,0,0,-29200,"ci","1",30,13.302,4,6,20,20,2,200,4,99,200,-11960,200,0.999917769920237
"1507","5d1e47055538e6001a842e3b",77,1909,"5e3f645423323f1c3c7463b4","4,7,10,6,8,3",5,4,1,0,-30840,"ci","1",25,11.843,5,5,42,12,2,-1800,6,99,-1800,-10000,200,0.803842760513675
"1508","5c8af558d551550019d44308",45,1910,"5e3f64fdaa21c61c60bdf416","2,5,7",1,6,2,1,-7680,"ci","1",21,44.58,2,8,17,17,2,-3840,3,99,-3840,-15880,200,0.748709657359617
"1509","5a95694a4eecca0001dd4721",21,1911,"5e3f646111f2e11c2b6ec11d","10,6",1,4,1,4,-2240,"ci","10",19,6.38,5,5,86,26,4,-160,2,9,-160,-1000,200,0.699417152373022
"1510","5aeacc45d9f2be00019341ae",64,1912,"5e3f66afd960941c8cfc0d5e","5,6,9,8",1,5,3,1,-600,"ci","5",18,10.653,2,8,39,9,2,-1040,4,19,-1040,-3080,200,0.621761658031088
"1511","5defe76ec33cea000b6cb8e1",58,1913,"5e3f6466f09a9f1c6057268b","6,7,2,8",4,2,0,4,-2440,"ci","1",9,5.495,8,2,51,21,3,40,4,99,40,-4120,200,0.962740106456839
"1512","5dbee94de0a6e839b5a23898",84,1914,"5e3f647819a5ea1c3bf2e5fa","9,3",2,7,0,1,3200,"ci","1",17,15.535,3,7,65,5,3,160,2,99,160,-13920,200,0.997096522909142
"1513","58d9a79c33fef3000118abdf",50,1915,"5e3f67178dd3cf1ca62c14a0","3",1,6,0,3,-680,"ci","1",6,7.159,4,6,45,15,3,80,1,99,80,-11960,200,0.990050160348656
"1514","5dd33261fce6063503a61fd2",9,1916,"5e3f64584425131c4df331b7","8,2,5",3,6,0,1,-560,"ci","5",3,11.781,4,6,81,21,4,160,3,19,160,-2360,200,0.983990628660679
"1515","5e15a5f7082675b7e19b2bbc",30,1917,"5e3f6463280cae1c6f6f6c7b","4,3,7,9",3,2,1,4,-81640,"ci","10",5,12.577,7,3,56,26,3,-160,4,9,-160,-680,200,0.590238365493757
"1516","5a95694a4eecca0001dd4721",21,1918,"5e3f646111f2e11c2b6ec11d","4,5,7,2,6,8",6,2,0,2,-2120,"ci","10",9,5.713,8,2,87,27,4,120,6,9,120,-520,200,0.887656033287101
"1517","5defe76ec33cea000b6cb8e1",58,1919,"5e3f6466f09a9f1c6057268b","null",0,3,0,7,-2520,"ci","1",5,4.597,7,3,52,22,3,-80,0,99,-80,-6080,200,0.955261900971183
"1518","58d9a79c33fef3000118abdf",50,1920,"5e3f67178dd3cf1ca62c14a0","null",0,5,0,5,-680,"ci","1",25,5.166,5,5,46,16,3,0,0,99,0,-10000,200,0.980296049406921
"1519","5be36be211870100014e3a10",43,1921,"5e3f696809a1141d0e3e447b","5,10",2,6,0,2,200,"ci","5",24,19.186,4,6,2,2,1,120,2,19,120,-2360,200,0.96837172979305
"1520","5c44b3fe1bbffd0001014286",35,1922,"5e3f647ec10d051c176daec4","7",1,2,0,7,-5320,"ci","1",16,16.393,8,2,64,4,3,-80,1,99,-80,-4120,200,0.934968757232122
"1521","5def263d8def535cf50388ea",28,1923,"5e3f6458f2160b1c566554ef","9",1,4,0,5,-120,"ci","10",22,45.86,6,4,3,3,1,0,1,9,0,-840,200,0.806916426512968
"1522","5d1e47055538e6001a842e3b",77,1924,"5e3f645423323f1c3c7463b4","3,8,10,4,2,7,1,5",7,1,1,1,-32680,"ci","1",9,11.939,8,2,43,13,2,-1840,8,99,-1840,-4120,200,0.527655635269614
"1523","5a95694a4eecca0001dd4721",21,1925,"5e3f646111f2e11c2b6ec11d","4,1,3,9",4,6,0,0,-1920,"ci","10",30,4.459,4,6,88,28,4,200,4,9,200,-1160,200,0.999265246142542
"1524","5dbee94de0a6e839b5a23898",84,1926,"5e3f647819a5ea1c3bf2e5fa","5,7",2,6,0,2,3320,"ci","1",8,10.14,4,6,66,6,3,120,2,99,120,-11960,200,0.993339363539183
"1525","5de301515253b03390043d12",80,1927,"5e3f6473efb86e1c939f60b9","null",0,5,0,5,-7440,"ci","10",19,16.687,5,5,50,20,3,0,0,9,0,-1000,200,0.832639467110741
"1526","5defe76ec33cea000b6cb8e1",58,1928,"5e3f6466f09a9f1c6057268b","8",1,6,0,3,-2440,"ci","1",1,4.699,4,6,53,23,3,80,1,99,80,-11960,200,0.990050160348656
"1527","58d9a79c33fef3000118abdf",50,1929,"5e3f67178dd3cf1ca62c14a0","null",0,1,0,9,-840,"ci","1",13,5.339,9,1,47,17,3,-160,0,99,-160,-2160,200,0.847098686997035
"1528","5aeacc45d9f2be00019341ae",64,1930,"5e3f66afd960941c8cfc0d5e","4,8,6,9,7",4,4,1,1,-840,"ci","5",20,13.336,5,5,40,10,2,-240,5,19,-240,-2000,200,0.799636528850522
"1529","5e15a5f7082675b7e19b2bbc",30,1931,"5e3f6463280cae1c6f6f6c7b","9,4,7,5",2,5,2,1,-81880,"ci","10",4,9.128,3,7,57,27,3,-240,4,9,-240,-1320,200,0.710059171597633
"1530","5d423b7706811e001ada5b08",48,1932,"5e3f6469fce14d1c41837c87","null",0,2,0,8,-29320,"ci","1",16,18.232,8,2,21,21,2,-120,0,99,-120,-4120,200,0.925711640823883
"1531","58d9a79c33fef3000118abdf",50,1933,"5e3f67178dd3cf1ca62c14a0","8",1,6,0,3,-760,"ci","1",1,4.773,4,6,48,18,3,80,1,99,80,-11960,200,0.990050160348656
"1532","5dbee94de0a6e839b5a23898",84,1935,"5e3f647819a5ea1c3bf2e5fa","4,9,1",3,6,0,1,3480,"ci","1",30,6.998,4,6,67,7,3,160,3,99,160,-11960,200,0.99662856672971
"1533","5a95694a4eecca0001dd4721",21,1936,"5e3f646111f2e11c2b6ec11d","8,6,4,9",3,4,1,2,-2000,"ci","10",20,8.637,5,5,89,29,4,-80,4,9,-80,-1000,200,0.766028309741882
"1534","5de301515253b03390043d12",80,1937,"5e3f6473efb86e1c939f60b9","2,3",2,6,0,2,-7320,"ci","10",6,7.467,4,6,51,21,3,120,2,9,120,-1160,200,0.940484937545922
"1535","5c44b3fe1bbffd0001014286",35,1938,"5e3f647ec10d051c176daec4","4,8,9,6,7",4,4,1,1,-7160,"ci","1",20,11.63,5,5,65,5,3,-1840,5,99,-1840,-10000,200,0.799921576316047
