"prolific_pid","condition","trial","p_trial_id","alpha","block_id","block","beta","f1"
"5c44b3fe1bbffd0001014286","ci",3,24,"0.1",24,1,1,0.888888888888889
"5d6a5a33c5508e001bb4844c","ci",2,49,"0.1",19,2,1,0.5
"53981858fdf99b1ccc3f12d9","ci",27,45,"0.1",15,2,1,0.833333333333333
"5a5e8efcac562400015424ba","ci",5,49,"0.1",19,2,1,0.363636363636364
"5aeacc45d9f2be00019341ae","ci",16,8,"0.1",8,1,1,0.222222222222222
"5dbee94de0a6e839b5a23898","ci",14,26,"0.1",26,1,1,0.75
"53981858fdf99b1ccc3f12d9","ci",4,46,"0.1",16,2,1,0.5
"5c44b3fe1bbffd0001014286","ci",7,25,"0.1",25,1,1,0.333333333333333
"53981858fdf99b1ccc3f12d9","ci",12,47,"0.1",17,2,1,0.8
"5c44b3fe1bbffd0001014286","ci",11,26,"0.1",26,1,1,1
"5aeacc45d9f2be00019341ae","ci",18,9,"0.1",9,1,1,0.4
"5dbee94de0a6e839b5a23898","ci",5,27,"0.1",27,1,1,0.6
"5d6a5a33c5508e001bb4844c","ci",7,50,"0.1",20,2,1,0
"5c44b3fe1bbffd0001014286","ci",15,27,"0.1",27,1,1,1
"5d1e47055538e6001a842e3b","ci",4,23,"0.1",23,1,1,0.666666666666667
"53981858fdf99b1ccc3f12d9","ci",20,48,"0.1",18,2,1,0.333333333333333
"5a5e8efcac562400015424ba","ci",2,50,"0.1",20,2,1,0.666666666666667
"5d6a5a33c5508e001bb4844c","ci",12,51,"0.1",21,2,1,0.8
"5aeacc45d9f2be00019341ae","ci",20,10,"0.1",10,1,1,0.5
"5dbee94de0a6e839b5a23898","ci",27,28,"0.1",28,1,1,0.833333333333333
"5c44b3fe1bbffd0001014286","ci",19,28,"0.1",28,1,1,0.333333333333333
"5a5e8efcac562400015424ba","ci",30,51,"0.1",21,2,1,0
"53981858fdf99b1ccc3f12d9","ci",28,49,"0.1",19,2,1,0.25
"5d6a5a33c5508e001bb4844c","ci",17,52,"0.1",22,2,1,0
"5aeacc45d9f2be00019341ae","ci",22,11,"0.1",11,1,1,0.285714285714286
"5c44b3fe1bbffd0001014286","ci",23,29,"0.1",29,1,1,0.888888888888889
"5dbee94de0a6e839b5a23898","ci",18,29,"0.1",29,1,1,0
"5a5e8efcac562400015424ba","ci",27,52,"0.1",22,2,1,0.2
"5d6a5a33c5508e001bb4844c","ci",22,53,"0.1",23,2,1,0
"5c44b3fe1bbffd0001014286","ci",27,30,"0.1",30,1,1,1
"5aeacc45d9f2be00019341ae","ci",24,12,"0.1",12,1,1,1
"5a5e8efcac562400015424ba","ci",24,53,"0.1",23,2,1,0
"5d6a5a33c5508e001bb4844c","ci",27,54,"0.1",24,2,1,0.923076923076923
"5dbee94de0a6e839b5a23898","ci",9,30,"0.1",30,1,1,0.769230769230769
"5a5e8efcac562400015424ba","ci",21,54,"0.1",24,2,1,0
"5d1e47055538e6001a842e3b","ci",19,24,"0.1",24,1,1,0.666666666666667
"5d6a5a33c5508e001bb4844c","ci",1,55,"0.1",25,2,1,0.4
"5aeacc45d9f2be00019341ae","ci",26,13,"0.1",13,1,1,0.444444444444444
"5a5e8efcac562400015424ba","ci",18,55,"0.1",25,2,1,0
"53981858fdf99b1ccc3f12d9","ci",5,50,"0.1",20,2,1,0.25
"53981858fdf99b1ccc3f12d9","ci",13,51,"0.1",21,2,1,0.363636363636364
"5d6a5a33c5508e001bb4844c","ci",6,56,"0.1",26,2,1,1
"5a5e8efcac562400015424ba","ci",15,56,"0.1",26,2,1,0
"5d1e47055538e6001a842e3b","ci",3,25,"0.1",25,1,1,0.727272727272727
"5aeacc45d9f2be00019341ae","ci",28,14,"0.1",14,1,1,0
"53981858fdf99b1ccc3f12d9","ci",21,52,"0.1",22,2,1,1
"5d6a5a33c5508e001bb4844c","ci",11,57,"0.1",27,2,1,0.75
"53981858fdf99b1ccc3f12d9","ci",29,53,"0.1",23,2,1,0.444444444444444
"5aeacc45d9f2be00019341ae","ci",30,15,"0.1",15,1,1,0.857142857142857
"5a5e8efcac562400015424ba","ci",12,57,"0.1",27,2,1,0.333333333333333
"5d6a5a33c5508e001bb4844c","ci",16,58,"0.1",28,2,1,0
"5d6a5a33c5508e001bb4844c","ci",21,59,"0.1",29,2,1,1
"53981858fdf99b1ccc3f12d9","ci",6,54,"0.1",24,2,1,1
"5d1e47055538e6001a842e3b","ci",18,26,"0.1",26,1,1,0.444444444444444
"5a5e8efcac562400015424ba","ci",9,58,"0.1",28,2,1,0.4
"53981858fdf99b1ccc3f12d9","ci",14,55,"0.1",25,2,1,0.333333333333333
"5aeacc45d9f2be00019341ae","ci",1,16,"0.1",16,1,1,0.4
"5d6a5a33c5508e001bb4844c","ci",26,60,"0.1",30,2,1,0.6
"5a5e8efcac562400015424ba","ci",6,59,"0.1",29,2,1,0.4
"53981858fdf99b1ccc3f12d9","ci",22,56,"0.1",26,2,1,0
"53981858fdf99b1ccc3f12d9","ci",30,57,"0.1",27,2,1,0.857142857142857
"5d1e47055538e6001a842e3b","ci",2,27,"0.1",27,1,1,0.923076923076923
"5a5e8efcac562400015424ba","ci",3,60,"0.1",30,2,1,0
"5aeacc45d9f2be00019341ae","ci",3,17,"0.1",17,1,1,0.888888888888889
"53981858fdf99b1ccc3f12d9","ci",7,58,"0.1",28,2,1,0
"53981858fdf99b1ccc3f12d9","ci",15,59,"0.1",29,2,1,0
"53981858fdf99b1ccc3f12d9","ci",23,60,"0.1",30,2,1,0.888888888888889
"5aeacc45d9f2be00019341ae","ci",5,18,"0.1",18,1,1,0.545454545454545
"5d1e47055538e6001a842e3b","ci",17,28,"0.1",28,1,1,0.6
"5aeacc45d9f2be00019341ae","ci",7,19,"0.1",19,1,1,0.285714285714286
"5aeacc45d9f2be00019341ae","ci",9,20,"0.1",20,1,1,0.857142857142857
"5d1e47055538e6001a842e3b","ci",1,29,"0.1",29,1,1,0.5
"5aeacc45d9f2be00019341ae","ci",11,21,"0.1",21,1,1,0.571428571428571
"5d1e47055538e6001a842e3b","ci",16,30,"0.1",30,1,1,0.933333333333333
"5aeacc45d9f2be00019341ae","ci",13,22,"0.1",22,1,1,0.2
"5e15a5f7082675b7e19b2bbc","ci",30,31,"0.1",1,2,1,0.75
"5e15a5f7082675b7e19b2bbc","ci",29,32,"0.1",2,2,1,0.727272727272727
"5aeacc45d9f2be00019341ae","ci",15,23,"0.1",23,1,1,0.666666666666667
"5a95694a4eecca0001dd4721","ci",21,61,"0.1",1,3,1,0.8
"5e15a5f7082675b7e19b2bbc","ci",28,33,"0.1",3,2,1,0.545454545454545
"5aeacc45d9f2be00019341ae","ci",17,24,"0.1",24,1,1,0.8
"5e15a5f7082675b7e19b2bbc","ci",27,34,"0.1",4,2,1,0.833333333333333
"5de301515253b03390043d12","ci",18,31,"0.1",1,2,1,0.571428571428571
"5aeacc45d9f2be00019341ae","ci",19,25,"0.1",25,1,1,0
"5a95694a4eecca0001dd4721","ci",11,62,"0.1",2,3,1,1
"5e15a5f7082675b7e19b2bbc","ci",26,35,"0.1",5,2,1,0.727272727272727
"5de301515253b03390043d12","ci",5,32,"0.1",2,2,1,0.6
"5a95694a4eecca0001dd4721","ci",1,63,"0.1",3,3,1,0.666666666666667
"5aeacc45d9f2be00019341ae","ci",21,26,"0.1",26,1,1,0.8
"5e15a5f7082675b7e19b2bbc","ci",25,36,"0.1",6,2,1,0.666666666666667
"5a95694a4eecca0001dd4721","ci",22,64,"0.1",4,3,1,0.285714285714286
"5aeacc45d9f2be00019341ae","ci",23,27,"0.1",27,1,1,0.571428571428571
"5de301515253b03390043d12","ci",23,33,"0.1",3,2,1,0.888888888888889
"5a95694a4eecca0001dd4721","ci",12,65,"0.1",5,3,1,0.909090909090909
"5e15a5f7082675b7e19b2bbc","ci",24,37,"0.1",7,2,1,0.75
"5de301515253b03390043d12","ci",10,34,"0.1",4,2,1,0.666666666666667
"5a95694a4eecca0001dd4721","ci",2,66,"0.1",6,3,1,0.666666666666667
"5e15a5f7082675b7e19b2bbc","ci",23,38,"0.1",8,2,1,0.8
"5aeacc45d9f2be00019341ae","ci",25,28,"0.1",28,1,1,0.333333333333333
"5de301515253b03390043d12","ci",28,35,"0.1",5,2,1,0.444444444444444
"5a95694a4eecca0001dd4721","ci",23,67,"0.1",7,3,1,0.888888888888889
"5e15a5f7082675b7e19b2bbc","ci",22,39,"0.1",9,2,1,0.6
"5de301515253b03390043d12","ci",15,36,"0.1",6,2,1,1
"5a95694a4eecca0001dd4721","ci",13,68,"0.1",8,3,1,0.5
"5aeacc45d9f2be00019341ae","ci",27,29,"0.1",29,1,1,0.727272727272727
"5a95694a4eecca0001dd4721","ci",3,69,"0.1",9,3,1,0.888888888888889
"5e15a5f7082675b7e19b2bbc","ci",21,40,"0.1",10,2,1,1
"5a95694a4eecca0001dd4721","ci",24,70,"0.1",10,3,1,1
"5de301515253b03390043d12","ci",2,37,"0.1",7,2,1,0.5
"5a95694a4eecca0001dd4721","ci",14,71,"0.1",11,3,1,0.888888888888889
"5aeacc45d9f2be00019341ae","ci",29,30,"0.1",30,1,1,0.6
"5de301515253b03390043d12","ci",20,38,"0.1",8,2,1,0.571428571428571
"5a95694a4eecca0001dd4721","ci",4,72,"0.1",12,3,1,0.5
"5e15a5f7082675b7e19b2bbc","ci",20,41,"0.1",11,2,1,0.666666666666667
"5a95694a4eecca0001dd4721","ci",25,73,"0.1",13,3,1,0.571428571428571
"5de301515253b03390043d12","ci",7,39,"0.1",9,2,1,0.333333333333333
"5a95694a4eecca0001dd4721","ci",15,74,"0.1",14,3,1,1
"5e15a5f7082675b7e19b2bbc","ci",19,42,"0.1",12,2,1,0.444444444444444
"5a95694a4eecca0001dd4721","ci",5,75,"0.1",15,3,1,0.666666666666667
"5de301515253b03390043d12","ci",25,40,"0.1",10,2,1,0.333333333333333
"5a95694a4eecca0001dd4721","ci",26,76,"0.1",16,3,1,0.833333333333333
"5e15a5f7082675b7e19b2bbc","ci",18,43,"0.1",13,2,1,0.4
"5de301515253b03390043d12","ci",12,41,"0.1",11,2,1,0.75
"5e15a5f7082675b7e19b2bbc","ci",17,44,"0.1",14,2,1,0.5
"5a95694a4eecca0001dd4721","ci",16,77,"0.1",17,3,1,0.222222222222222
"5de301515253b03390043d12","ci",30,42,"0.1",12,2,1,0.857142857142857
"5a95694a4eecca0001dd4721","ci",6,78,"0.1",18,3,1,1
"5e15a5f7082675b7e19b2bbc","ci",16,45,"0.1",15,2,1,0.666666666666667
"5de301515253b03390043d12","ci",17,43,"0.1",13,2,1,0.5
"5a95694a4eecca0001dd4721","ci",27,79,"0.1",19,3,1,0.833333333333333
"5e15a5f7082675b7e19b2bbc","ci",15,46,"0.1",16,2,1,1
"5de301515253b03390043d12","ci",4,44,"0.1",14,2,1,0.5
"5e15a5f7082675b7e19b2bbc","ci",14,47,"0.1",17,2,1,0.8
"5e15a5f7082675b7e19b2bbc","ci",13,48,"0.1",18,2,1,0.615384615384615
"5def263d8def535cf50388ea","ci",28,1,"0.1",1,1,1,0.444444444444444
"5e15a5f7082675b7e19b2bbc","ci",12,49,"0.1",19,2,1,0.75
"5de301515253b03390043d12","ci",22,45,"0.1",15,2,1,0
"5de301515253b03390043d12","ci",9,46,"0.1",16,2,1,0.666666666666667
"5e15a5f7082675b7e19b2bbc","ci",11,50,"0.1",20,2,1,0.727272727272727
"5def263d8def535cf50388ea","ci",25,2,"0.1",2,1,1,0.333333333333333
"5de301515253b03390043d12","ci",27,47,"0.1",17,2,1,0.444444444444444
"5e15a5f7082675b7e19b2bbc","ci",10,51,"0.1",21,2,1,0.666666666666667
"5a95694a4eecca0001dd4721","ci",17,80,"0.1",20,3,1,0.666666666666667
"5de301515253b03390043d12","ci",14,48,"0.1",18,2,1,0
"5e15a5f7082675b7e19b2bbc","ci",9,52,"0.1",22,2,1,0.769230769230769
"5a95694a4eecca0001dd4721","ci",7,81,"0.1",21,3,1,0
"5e15a5f7082675b7e19b2bbc","ci",8,53,"0.1",23,2,1,0.75
"5a95694a4eecca0001dd4721","ci",28,82,"0.1",22,3,1,0.444444444444444
"5de301515253b03390043d12","ci",1,49,"0.1",19,2,1,0.4
"5a95694a4eecca0001dd4721","ci",18,83,"0.1",23,3,1,0.8
"5e15a5f7082675b7e19b2bbc","ci",7,54,"0.1",24,2,1,0.444444444444444
"5a95694a4eecca0001dd4721","ci",8,84,"0.1",24,3,1,0.666666666666667
"5e15a5f7082675b7e19b2bbc","ci",6,55,"0.1",25,2,1,1
"5a95694a4eecca0001dd4721","ci",29,85,"0.1",25,3,1,0.6
"5a95694a4eecca0001dd4721","ci",19,86,"0.1",26,3,1,0.285714285714286
"5e15a5f7082675b7e19b2bbc","ci",5,56,"0.1",26,2,1,0.545454545454545
"5a95694a4eecca0001dd4721","ci",9,87,"0.1",27,3,1,0.857142857142857
"5def263d8def535cf50388ea","ci",22,3,"0.1",3,1,1,0.285714285714286
"5a95694a4eecca0001dd4721","ci",30,88,"0.1",28,3,1,1
"5de301515253b03390043d12","ci",19,50,"0.1",20,2,1,0
"5e15a5f7082675b7e19b2bbc","ci",4,57,"0.1",27,2,1,0.571428571428571
"5a95694a4eecca0001dd4721","ci",20,89,"0.1",29,3,1,0.666666666666667
"5de301515253b03390043d12","ci",6,51,"0.1",21,2,1,0.666666666666667
"5e15a5f7082675b7e19b2bbc","ci",3,58,"0.1",28,2,1,0.75
"5a95694a4eecca0001dd4721","ci",10,90,"0.1",30,3,1,0.666666666666667
"5def263d8def535cf50388ea","ci",19,4,"0.1",4,1,1,0.285714285714286
"5de301515253b03390043d12","ci",24,52,"0.1",22,2,1,0.857142857142857
"5e15a5f7082675b7e19b2bbc","ci",2,59,"0.1",29,2,1,0.666666666666667
"5de301515253b03390043d12","ci",11,53,"0.1",23,2,1,0.333333333333333
"5e15a5f7082675b7e19b2bbc","ci",1,60,"0.1",30,2,1,0.5
"5de301515253b03390043d12","ci",29,54,"0.1",24,2,1,0.444444444444444
"5de301515253b03390043d12","ci",16,55,"0.1",25,2,1,0
"5dc1d03762ec50143144ac3f","ci",3,31,"0.1",1,2,1,1
"5def263d8def535cf50388ea","ci",16,5,"0.1",5,1,1,0.4
"5de301515253b03390043d12","ci",3,56,"0.1",26,2,1,0.666666666666667
"5de301515253b03390043d12","ci",21,57,"0.1",27,2,1,0.666666666666667
"5def263d8def535cf50388ea","ci",13,6,"0.1",6,1,1,0.875
"5dc1d03762ec50143144ac3f","ci",6,32,"0.1",2,2,1,1
"5de301515253b03390043d12","ci",8,58,"0.1",28,2,1,0.4
"5dc1d03762ec50143144ac3f","ci",9,33,"0.1",3,2,1,0.769230769230769
"5defe76ec33cea000b6cb8e1","ci",27,61,"0.1",1,3,1,0.25
"5def263d8def535cf50388ea","ci",10,7,"0.1",7,1,1,0.8
"5dc1d03762ec50143144ac3f","ci",12,34,"0.1",4,2,1,0.888888888888889
"5defe76ec33cea000b6cb8e1","ci",23,62,"0.1",2,3,1,0.333333333333333
"5def263d8def535cf50388ea","ci",7,8,"0.1",8,1,1,0.333333333333333
"5defe76ec33cea000b6cb8e1","ci",19,63,"0.1",3,3,1,0
"5de301515253b03390043d12","ci",26,59,"0.1",29,2,1,0.444444444444444
"5dc1d03762ec50143144ac3f","ci",15,35,"0.1",5,2,1,0
"58d9a79c33fef3000118abdf","ci",19,61,"0.1",1,3,1,0
"5defe76ec33cea000b6cb8e1","ci",15,64,"0.1",4,3,1,0
"58d9a79c33fef3000118abdf","ci",7,62,"0.1",2,3,1,0
"5de301515253b03390043d12","ci",13,60,"0.1",30,2,1,0
"5def263d8def535cf50388ea","ci",4,9,"0.1",9,1,1,0.5
"5defe76ec33cea000b6cb8e1","ci",11,65,"0.1",5,3,1,0.333333333333333
"58d9a79c33fef3000118abdf","ci",26,63,"0.1",3,3,1,0.727272727272727
"5dc1d03762ec50143144ac3f","ci",18,36,"0.1",6,2,1,0.5
"5defe76ec33cea000b6cb8e1","ci",7,66,"0.1",6,3,1,0
"5dc1d03762ec50143144ac3f","ci",21,37,"0.1",7,2,1,1
"58d9a79c33fef3000118abdf","ci",14,64,"0.1",4,3,1,0.333333333333333
"5def263d8def535cf50388ea","ci",1,10,"0.1",10,1,1,0.571428571428571
"5defe76ec33cea000b6cb8e1","ci",3,67,"0.1",7,3,1,0.333333333333333
"58d9a79c33fef3000118abdf","ci",2,65,"0.1",5,3,1,0.666666666666667
"5defe76ec33cea000b6cb8e1","ci",30,68,"0.1",8,3,1,0.4
"5def263d8def535cf50388ea","ci",29,11,"0.1",11,1,1,0.833333333333333
"5defe76ec33cea000b6cb8e1","ci",26,69,"0.1",9,3,1,0
"58d9a79c33fef3000118abdf","ci",21,66,"0.1",6,3,1,0.8
"5defe76ec33cea000b6cb8e1","ci",22,70,"0.1",10,3,1,0
"58d9a79c33fef3000118abdf","ci",9,67,"0.1",7,3,1,1
"5def263d8def535cf50388ea","ci",26,12,"0.1",12,1,1,0.833333333333333
"5defe76ec33cea000b6cb8e1","ci",18,71,"0.1",11,3,1,0
"5defe76ec33cea000b6cb8e1","ci",14,72,"0.1",12,3,1,0
"58d9a79c33fef3000118abdf","ci",28,68,"0.1",8,3,1,0.444444444444444
"5def263d8def535cf50388ea","ci",23,13,"0.1",13,1,1,1
"58d9a79c33fef3000118abdf","ci",16,69,"0.1",9,3,1,0
"58d9a79c33fef3000118abdf","ci",4,70,"0.1",10,3,1,0.5
"5dc1d03762ec50143144ac3f","ci",24,38,"0.1",8,2,1,0.857142857142857
"5def263d8def535cf50388ea","ci",20,14,"0.1",14,1,1,0.727272727272727
"58d9a79c33fef3000118abdf","ci",23,71,"0.1",11,3,1,0.888888888888889
"5ce1c41efd11c100182600e5","ci",21,1,"0.1",1,1,1,0.8
"5dc1d03762ec50143144ac3f","ci",27,39,"0.1",9,2,1,0.6
"58d9a79c33fef3000118abdf","ci",11,72,"0.1",12,3,1,0.75
"5def263d8def535cf50388ea","ci",17,15,"0.1",15,1,1,0.8
"5dc1d03762ec50143144ac3f","ci",30,40,"0.1",10,2,1,0.857142857142857
"58d9a79c33fef3000118abdf","ci",30,73,"0.1",13,3,1,1
"5defe76ec33cea000b6cb8e1","ci",10,73,"0.1",13,3,1,0
"5def263d8def535cf50388ea","ci",14,16,"0.1",16,1,1,0.8
"58d9a79c33fef3000118abdf","ci",18,74,"0.1",14,3,1,0.5
"5dc1d03762ec50143144ac3f","ci",2,41,"0.1",11,2,1,0.8
"5defe76ec33cea000b6cb8e1","ci",6,74,"0.1",14,3,1,0.4
"5def263d8def535cf50388ea","ci",11,17,"0.1",17,1,1,1
"58d9a79c33fef3000118abdf","ci",6,75,"0.1",15,3,1,1
"5dc1d03762ec50143144ac3f","ci",5,42,"0.1",12,2,1,0.444444444444444
"5defe76ec33cea000b6cb8e1","ci",2,75,"0.1",15,3,1,0
"5defe76ec33cea000b6cb8e1","ci",29,76,"0.1",16,3,1,0
"5def263d8def535cf50388ea","ci",8,18,"0.1",18,1,1,0.888888888888889
"5dc1d03762ec50143144ac3f","ci",8,43,"0.1",13,2,1,0.75
"58d9a79c33fef3000118abdf","ci",25,76,"0.1",16,3,1,0.75
"5dc1d03762ec50143144ac3f","ci",11,44,"0.1",14,2,1,0.888888888888889
"5def263d8def535cf50388ea","ci",5,19,"0.1",19,1,1,0.666666666666667
"5ce1c41efd11c100182600e5","ci",11,2,"0.1",2,1,1,0.888888888888889
"5def263d8def535cf50388ea","ci",2,20,"0.1",20,1,1,0.8
"5dc1d03762ec50143144ac3f","ci",14,45,"0.1",15,2,1,0.909090909090909
"5defe76ec33cea000b6cb8e1","ci",25,77,"0.1",17,3,1,0
"5def263d8def535cf50388ea","ci",30,21,"0.1",21,1,1,0.75
"5dc1d03762ec50143144ac3f","ci",17,46,"0.1",16,2,1,0.8
"5defe76ec33cea000b6cb8e1","ci",21,78,"0.1",18,3,1,0.666666666666667
"5def263d8def535cf50388ea","ci",27,22,"0.1",22,1,1,0.833333333333333
"5ce1c41efd11c100182600e5","ci",1,3,"0.1",3,1,1,0.666666666666667
"5defe76ec33cea000b6cb8e1","ci",17,79,"0.1",19,3,1,0
"5dc1d03762ec50143144ac3f","ci",20,47,"0.1",17,2,1,0.666666666666667
"58d9a79c33fef3000118abdf","ci",13,77,"0.1",17,3,1,0.941176470588235
"5defe76ec33cea000b6cb8e1","ci",13,80,"0.1",20,3,1,0
"5dc1d03762ec50143144ac3f","ci",23,48,"0.1",18,2,1,0.888888888888889
"58d9a79c33fef3000118abdf","ci",1,78,"0.1",18,3,1,0.571428571428571
"5dc1d03762ec50143144ac3f","ci",26,49,"0.1",19,2,1,0.727272727272727
"5ce1c41efd11c100182600e5","ci",22,4,"0.1",4,1,1,0
"58d9a79c33fef3000118abdf","ci",20,79,"0.1",19,3,1,0.8
"5defe76ec33cea000b6cb8e1","ci",9,81,"0.1",21,3,1,0.4
"58d9a79c33fef3000118abdf","ci",8,80,"0.1",20,3,1,0.888888888888889
"5ce1c41efd11c100182600e5","ci",12,5,"0.1",5,1,1,0.909090909090909
"5defe76ec33cea000b6cb8e1","ci",5,82,"0.1",22,3,1,0
"5def263d8def535cf50388ea","ci",24,23,"0.1",23,1,1,0.75
"58d9a79c33fef3000118abdf","ci",27,81,"0.1",21,3,1,1
"5defe76ec33cea000b6cb8e1","ci",1,83,"0.1",23,3,1,0.4
"5def263d8def535cf50388ea","ci",21,24,"0.1",24,1,1,0.8
"5defe76ec33cea000b6cb8e1","ci",28,84,"0.1",24,3,1,0
"58d9a79c33fef3000118abdf","ci",15,82,"0.1",22,3,1,1
"5def263d8def535cf50388ea","ci",18,25,"0.1",25,1,1,0.571428571428571
"58d9a79c33fef3000118abdf","ci",3,83,"0.1",23,3,1,0.888888888888889
"5def263d8def535cf50388ea","ci",15,26,"0.1",26,1,1,1
"5be36be211870100014e3a10","ci",12,31,"0.1",1,2,1,0.888888888888889
"5def263d8def535cf50388ea","ci",12,27,"0.1",27,1,1,0.909090909090909
"58d9a79c33fef3000118abdf","ci",22,84,"0.1",24,3,1,0
"5ce1c41efd11c100182600e5","ci",2,6,"0.1",6,1,1,0.666666666666667
"5be36be211870100014e3a10","ci",24,32,"0.1",2,2,1,1
"5def263d8def535cf50388ea","ci",9,28,"0.1",28,1,1,1
"5defe76ec33cea000b6cb8e1","ci",24,85,"0.1",25,3,1,0.4
"5be36be211870100014e3a10","ci",5,33,"0.1",3,2,1,0.25
"58d9a79c33fef3000118abdf","ci",10,85,"0.1",25,3,1,0.666666666666667
"5ce1c41efd11c100182600e5","ci",23,7,"0.1",7,1,1,0.888888888888889
"5def263d8def535cf50388ea","ci",6,29,"0.1",29,1,1,1
"5defe76ec33cea000b6cb8e1","ci",20,86,"0.1",26,3,1,0
"5be36be211870100014e3a10","ci",17,34,"0.1",4,2,1,0.8
"58d9a79c33fef3000118abdf","ci",29,86,"0.1",26,3,1,0.727272727272727
"5defe76ec33cea000b6cb8e1","ci",16,87,"0.1",27,3,1,0
"5be36be211870100014e3a10","ci",29,35,"0.1",5,2,1,0.6
"5ce1c41efd11c100182600e5","ci",13,8,"0.1",8,1,1,0.363636363636364
"5defe76ec33cea000b6cb8e1","ci",12,88,"0.1",28,3,1,0.571428571428571
"58d9a79c33fef3000118abdf","ci",17,87,"0.1",27,3,1,0.8
"5be36be211870100014e3a10","ci",10,36,"0.1",6,2,1,0
"5defe76ec33cea000b6cb8e1","ci",8,89,"0.1",29,3,1,0.4
"58d9a79c33fef3000118abdf","ci",5,88,"0.1",28,3,1,0.727272727272727
"5def263d8def535cf50388ea","ci",3,30,"0.1",30,1,1,0.888888888888889
"5be36be211870100014e3a10","ci",22,37,"0.1",7,2,1,0.285714285714286
"5ce1c41efd11c100182600e5","ci",3,9,"0.1",9,1,1,0.888888888888889
"5defe76ec33cea000b6cb8e1","ci",4,90,"0.1",30,3,1,0
"58d9a79c33fef3000118abdf","ci",24,89,"0.1",29,3,1,0.888888888888889
"5be36be211870100014e3a10","ci",3,38,"0.1",8,2,1,1
"58d9a79c33fef3000118abdf","ci",12,90,"0.1",30,3,1,0.909090909090909
"5be36be211870100014e3a10","ci",15,39,"0.1",9,2,1,1
"5ce1c41efd11c100182600e5","ci",24,10,"0.1",10,1,1,1
"5be36be211870100014e3a10","ci",27,40,"0.1",10,2,1,0.6
"5ce1c41efd11c100182600e5","ci",14,11,"0.1",11,1,1,0.75
"5be36be211870100014e3a10","ci",8,41,"0.1",11,2,1,0.666666666666667
"5ce1c41efd11c100182600e5","ci",4,12,"0.1",12,1,1,0.5
"5be36be211870100014e3a10","ci",20,42,"0.1",12,2,1,0.571428571428571
"5be36be211870100014e3a10","ci",1,43,"0.1",13,2,1,0.666666666666667
"5ce1c41efd11c100182600e5","ci",25,13,"0.1",13,1,1,0.333333333333333
"5be36be211870100014e3a10","ci",13,44,"0.1",14,2,1,0.363636363636364
"5dc1d03762ec50143144ac3f","ci",29,50,"0.1",20,2,1,0.6
"5ce1c41efd11c100182600e5","ci",15,14,"0.1",14,1,1,1
"5be36be211870100014e3a10","ci",25,45,"0.1",15,2,1,0.333333333333333
"5dc1d03762ec50143144ac3f","ci",1,51,"0.1",21,2,1,0.571428571428571
"5be36be211870100014e3a10","ci",6,46,"0.1",16,2,1,1
"5dc1d03762ec50143144ac3f","ci",4,52,"0.1",22,2,1,0.5
"5be36be211870100014e3a10","ci",18,47,"0.1",17,2,1,0.5
"5ce1c41efd11c100182600e5","ci",5,15,"0.1",15,1,1,0.444444444444444
"5dc1d03762ec50143144ac3f","ci",7,53,"0.1",23,2,1,0.333333333333333
"5be36be211870100014e3a10","ci",30,48,"0.1",18,2,1,0.857142857142857
"5dc1d03762ec50143144ac3f","ci",10,54,"0.1",24,2,1,0.5
"5be36be211870100014e3a10","ci",11,49,"0.1",19,2,1,0.888888888888889
"5ce1c41efd11c100182600e5","ci",26,16,"0.1",16,1,1,0.727272727272727
"5dc1d03762ec50143144ac3f","ci",13,55,"0.1",25,2,1,0.615384615384615
"5ce1c41efd11c100182600e5","ci",16,17,"0.1",17,1,1,0
"5dc1d03762ec50143144ac3f","ci",16,56,"0.1",26,2,1,0.4
"5ce1c41efd11c100182600e5","ci",6,18,"0.1",18,1,1,1
"5be36be211870100014e3a10","ci",23,50,"0.1",20,2,1,0.888888888888889
"5be36be211870100014e3a10","ci",4,51,"0.1",21,2,1,0
"5be36be211870100014e3a10","ci",16,52,"0.1",22,2,1,0
"5ce1c41efd11c100182600e5","ci",27,19,"0.1",19,1,1,1
"5be36be211870100014e3a10","ci",28,53,"0.1",23,2,1,0.444444444444444
"5dc1d03762ec50143144ac3f","ci",19,57,"0.1",27,2,1,0.333333333333333
"5ce1c41efd11c100182600e5","ci",17,20,"0.1",20,1,1,0.8
"5be36be211870100014e3a10","ci",9,54,"0.1",24,2,1,0.857142857142857
"5ce1c41efd11c100182600e5","ci",7,21,"0.1",21,1,1,0
"5dc1d03762ec50143144ac3f","ci",22,58,"0.1",28,2,1,0.285714285714286
"5be36be211870100014e3a10","ci",21,55,"0.1",25,2,1,1
"5ce1c41efd11c100182600e5","ci",28,22,"0.1",22,1,1,0.444444444444444
"5be36be211870100014e3a10","ci",2,56,"0.1",26,2,1,0.5
"5dc1d03762ec50143144ac3f","ci",25,59,"0.1",29,2,1,0.75
"5be36be211870100014e3a10","ci",14,57,"0.1",27,2,1,0.333333333333333
"5dc1d03762ec50143144ac3f","ci",28,60,"0.1",30,2,1,0.25
"5be36be211870100014e3a10","ci",26,58,"0.1",28,2,1,0.727272727272727
"5be36be211870100014e3a10","ci",7,59,"0.1",29,2,1,0
"5be36be211870100014e3a10","ci",19,60,"0.1",30,2,1,0
"5ce1c41efd11c100182600e5","ci",18,23,"0.1",23,1,1,0.5
