"prolific_pid","condition","trial","p_trial_id","alpha","block_id","block","beta","f1"
"5cb5d78329f6ff00167f5e24","ci",14,71,"0.1",11,3,1,0
"5cb5d78329f6ff00167f5e24","ci",4,72,"0.1",12,3,1,0
"5cb5d78329f6ff00167f5e24","ci",25,73,"0.1",13,3,1,0
"5cb5d78329f6ff00167f5e24","ci",15,74,"0.1",14,3,1,1
"5a5e8efcac562400015424ba","ci",16,35,"0.1",5,2,1,0.666666666666667
"5dbee94de0a6e839b5a23898","ci",29,14,"0.1",14,1,1,0.444444444444444
"5d1e47055538e6001a842e3b","ci",23,16,"0.1",16,1,1,0.888888888888889
"5cb5d78329f6ff00167f5e24","ci",5,75,"0.1",15,3,1,0.25
"5cb5d78329f6ff00167f5e24","ci",26,76,"0.1",16,3,1,0.25
"53981858fdf99b1ccc3f12d9","ci",8,31,"0.1",1,2,1,0.666666666666667
"5a5e8efcac562400015424ba","ci",13,36,"0.1",6,2,1,0.5
"5aeacc45d9f2be00019341ae","ci",2,1,"0.1",1,1,1,0.5
"5c44b3fe1bbffd0001014286","ci",21,13,"0.1",13,1,1,0.8
"5a5e8efcac562400015424ba","ci",10,37,"0.1",7,2,1,0.666666666666667
"53981858fdf99b1ccc3f12d9","ci",16,32,"0.1",2,2,1,0.222222222222222
"5dbee94de0a6e839b5a23898","ci",20,15,"0.1",15,1,1,0.571428571428571
"5cb5d78329f6ff00167f5e24","ci",16,77,"0.1",17,3,1,0
"5a5e8efcac562400015424ba","ci",7,38,"0.1",8,2,1,0.285714285714286
"5c44b3fe1bbffd0001014286","ci",25,14,"0.1",14,1,1,0.75
"5cb5d78329f6ff00167f5e24","ci",6,78,"0.1",18,3,1,0.857142857142857
"5cb5d78329f6ff00167f5e24","ci",27,79,"0.1",19,3,1,0.444444444444444
"53981858fdf99b1ccc3f12d9","ci",24,33,"0.1",3,2,1,1
"5dbee94de0a6e839b5a23898","ci",11,16,"0.1",16,1,1,0.888888888888889
"5a5e8efcac562400015424ba","ci",4,39,"0.1",9,2,1,0.4
"5c44b3fe1bbffd0001014286","ci",29,15,"0.1",15,1,1,0.727272727272727
"5cb5d78329f6ff00167f5e24","ci",17,80,"0.1",20,3,1,0.5
"5cb5d78329f6ff00167f5e24","ci",7,81,"0.1",21,3,1,0
"5d1e47055538e6001a842e3b","ci",7,17,"0.1",17,1,1,0.666666666666667
"5d6a5a33c5508e001bb4844c","ci",5,31,"0.1",1,2,1,0.25
"5dbee94de0a6e839b5a23898","ci",2,17,"0.1",17,1,1,0.666666666666667
"5c44b3fe1bbffd0001014286","ci",2,16,"0.1",16,1,1,0.8
"5a5e8efcac562400015424ba","ci",1,40,"0.1",10,2,1,0.4
"5cb5d78329f6ff00167f5e24","ci",28,82,"0.1",22,3,1,0
"5cb5d78329f6ff00167f5e24","ci",18,83,"0.1",23,3,1,0
"5aeacc45d9f2be00019341ae","ci",4,2,"0.1",2,1,1,0
"5dbee94de0a6e839b5a23898","ci",24,18,"0.1",18,1,1,1
"5cb5d78329f6ff00167f5e24","ci",8,84,"0.1",24,3,1,0.4
"5c44b3fe1bbffd0001014286","ci",6,17,"0.1",17,1,1,1
"53981858fdf99b1ccc3f12d9","ci",1,34,"0.1",4,2,1,0.666666666666667
"5a5e8efcac562400015424ba","ci",29,41,"0.1",11,2,1,0.444444444444444
"5cb5d78329f6ff00167f5e24","ci",29,85,"0.1",25,3,1,0.444444444444444
"5c44b3fe1bbffd0001014286","ci",10,18,"0.1",18,1,1,0.666666666666667
"5dbee94de0a6e839b5a23898","ci",15,19,"0.1",19,1,1,1
"5cb5d78329f6ff00167f5e24","ci",19,86,"0.1",26,3,1,0
"53981858fdf99b1ccc3f12d9","ci",9,35,"0.1",5,2,1,0.857142857142857
"5d6a5a33c5508e001bb4844c","ci",10,32,"0.1",2,2,1,0
"5d1e47055538e6001a842e3b","ci",22,18,"0.1",18,1,1,0.769230769230769
"5dbee94de0a6e839b5a23898","ci",6,20,"0.1",20,1,1,1
"5c44b3fe1bbffd0001014286","ci",14,19,"0.1",19,1,1,0.8
"5cb5d78329f6ff00167f5e24","ci",9,87,"0.1",27,3,1,0.545454545454545
"5d6a5a33c5508e001bb4844c","ci",15,33,"0.1",3,2,1,1
"53981858fdf99b1ccc3f12d9","ci",17,36,"0.1",6,2,1,0.8
"5d6a5a33c5508e001bb4844c","ci",20,34,"0.1",4,2,1,0.333333333333333
"5aeacc45d9f2be00019341ae","ci",6,3,"0.1",3,1,1,0.857142857142857
"5cb5d78329f6ff00167f5e24","ci",30,88,"0.1",28,3,1,0.4
"5c44b3fe1bbffd0001014286","ci",18,20,"0.1",20,1,1,0.4
"5d6a5a33c5508e001bb4844c","ci",25,35,"0.1",5,2,1,0
"5dbee94de0a6e839b5a23898","ci",28,21,"0.1",21,1,1,0
"53981858fdf99b1ccc3f12d9","ci",25,37,"0.1",7,2,1,0.333333333333333
"5cb5d78329f6ff00167f5e24","ci",20,89,"0.1",29,3,1,0
"5d1e47055538e6001a842e3b","ci",6,19,"0.1",19,1,1,0.8
"5d6a5a33c5508e001bb4844c","ci",30,36,"0.1",6,2,1,1
"5a5e8efcac562400015424ba","ci",26,42,"0.1",12,2,1,0.444444444444444
"5cb5d78329f6ff00167f5e24","ci",10,90,"0.1",30,3,1,0
"5d6a5a33c5508e001bb4844c","ci",4,37,"0.1",7,2,1,0
"5dbee94de0a6e839b5a23898","ci",19,22,"0.1",22,1,1,0
"5c44b3fe1bbffd0001014286","ci",22,21,"0.1",21,1,1,0.285714285714286
"53981858fdf99b1ccc3f12d9","ci",2,38,"0.1",8,2,1,0.5
"5a5e8efcac562400015424ba","ci",23,43,"0.1",13,2,1,0.75
"5d6a5a33c5508e001bb4844c","ci",9,38,"0.1",8,2,1,0.769230769230769
"5d1e47055538e6001a842e3b","ci",21,20,"0.1",20,1,1,0.5
"5aeacc45d9f2be00019341ae","ci",8,4,"0.1",4,1,1,0
"5d6a5a33c5508e001bb4844c","ci",14,39,"0.1",9,2,1,0
"5c44b3fe1bbffd0001014286","ci",26,22,"0.1",22,1,1,0.833333333333333
"53981858fdf99b1ccc3f12d9","ci",10,39,"0.1",9,2,1,0.285714285714286
"5a5e8efcac562400015424ba","ci",20,44,"0.1",14,2,1,0.25
"5d6a5a33c5508e001bb4844c","ci",19,40,"0.1",10,2,1,0
"53981858fdf99b1ccc3f12d9","ci",18,40,"0.1",10,2,1,0.5
"5d6a5a33c5508e001bb4844c","ci",24,41,"0.1",11,2,1,1
"5d1e47055538e6001a842e3b","ci",5,21,"0.1",21,1,1,0
"5a5e8efcac562400015424ba","ci",17,45,"0.1",15,2,1,0.5
"5d6a5a33c5508e001bb4844c","ci",29,42,"0.1",12,2,1,0.6
"5aeacc45d9f2be00019341ae","ci",10,5,"0.1",5,1,1,0.285714285714286
"5d6a5a33c5508e001bb4844c","ci",3,43,"0.1",13,2,1,0.888888888888889
"53981858fdf99b1ccc3f12d9","ci",26,41,"0.1",11,2,1,0.6
"5a5e8efcac562400015424ba","ci",14,46,"0.1",16,2,1,0.285714285714286
"5d1e47055538e6001a842e3b","ci",20,22,"0.1",22,1,1,0.714285714285714
"5d6a5a33c5508e001bb4844c","ci",8,44,"0.1",14,2,1,0.666666666666667
"5a5e8efcac562400015424ba","ci",11,47,"0.1",17,2,1,0.333333333333333
"53981858fdf99b1ccc3f12d9","ci",3,42,"0.1",12,2,1,0.888888888888889
"5dbee94de0a6e839b5a23898","ci",10,23,"0.1",23,1,1,0.5
"5aeacc45d9f2be00019341ae","ci",12,6,"0.1",6,1,1,0.75
"5d6a5a33c5508e001bb4844c","ci",13,45,"0.1",15,2,1,0.2
"53981858fdf99b1ccc3f12d9","ci",11,43,"0.1",13,2,1,0.75
"5d6a5a33c5508e001bb4844c","ci",18,46,"0.1",16,2,1,0
"5dbee94de0a6e839b5a23898","ci",1,24,"0.1",24,1,1,0.666666666666667
"5a5e8efcac562400015424ba","ci",8,48,"0.1",18,2,1,0.333333333333333
"5d6a5a33c5508e001bb4844c","ci",23,47,"0.1",17,2,1,0.888888888888889
"53981858fdf99b1ccc3f12d9","ci",19,44,"0.1",14,2,1,0
"5c44b3fe1bbffd0001014286","ci",30,23,"0.1",23,1,1,1
"5aeacc45d9f2be00019341ae","ci",14,7,"0.1",7,1,1,0.333333333333333
"5d6a5a33c5508e001bb4844c","ci",28,48,"0.1",18,2,1,0
"5dbee94de0a6e839b5a23898","ci",23,25,"0.1",25,1,1,0.75
