"","trial","region_idx","nregions","p_value","alpha","rank","critical_value","bh_profit","is_profit","tp","tn","fp","fn"
"309",16,7,12,0.03655,0.05,1,0.00416666666666667,FALSE,FALSE,0,1,0,0
"310",16,8,12,0.06541,0.05,2,0.00833333333333333,FALSE,FALSE,0,1,0,0
"311",16,2,12,0.396,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"312",16,1,12,0.42099,0.05,4,0.0166666666666667,FALSE,FALSE,0,1,0,0
"313",16,5,12,0.45287,0.05,5,0.0208333333333333,FALSE,FALSE,0,1,0,0
"314",16,9,12,0.56278,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"315",16,11,12,0.58732,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"316",16,4,12,0.59748,0.05,8,0.0333333333333333,FALSE,TRUE,0,0,0,1
"317",16,12,12,0.65614,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"318",16,6,12,0.74955,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"319",16,10,12,0.7573,0.05,11,0.0458333333333333,FALSE,TRUE,0,0,0,1
"320",16,3,12,0.83703,0.05,12,0.05,FALSE,TRUE,0,0,0,1
"321",17,3,8,7e-04,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"322",17,4,8,0.06133,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"323",17,2,8,0.08829,0.05,3,0.01875,FALSE,TRUE,0,0,0,1
"324",17,1,8,0.10057,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"325",17,6,8,0.11319,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"326",17,7,8,0.2136,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"327",17,8,8,0.46474,0.05,7,0.04375,FALSE,TRUE,0,0,0,1
"328",17,5,8,0.52373,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"329",17,12,12,0.00396,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"330",17,11,12,0.01222,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"331",17,10,12,0.01999,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"332",17,8,12,0.02588,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"333",17,7,12,0.02953,0.05,5,0.0208333333333333,FALSE,FALSE,0,1,0,0
"334",17,2,12,0.05548,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"335",17,6,12,0.06865,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"336",17,1,12,0.16055,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"337",17,5,12,0.37479,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"338",17,3,12,0.60509,0.05,10,0.0416666666666667,FALSE,TRUE,0,0,0,1
"339",17,9,12,0.95703,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"340",17,4,12,0.98386,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"341",18,6,8,0.01096,0.05,1,0.00625,FALSE,FALSE,0,1,0,0
"342",18,1,8,0.01335,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"343",18,2,8,0.03974,0.05,3,0.01875,FALSE,TRUE,0,0,0,1
"344",18,7,8,0.06291,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"345",18,5,8,0.20248,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"346",18,4,8,0.35614,0.05,6,0.0375,FALSE,TRUE,0,0,0,1
"347",18,8,8,0.60557,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"348",18,3,8,0.89499,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"349",18,2,12,0.00104,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"350",18,12,12,0.00456,0.05,2,0.00833333333333333,TRUE,TRUE,1,0,0,0
"351",18,7,12,0.01475,0.05,3,0.0125,FALSE,FALSE,0,1,0,0
"352",18,8,12,0.0277,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"353",18,3,12,0.0411,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"354",18,1,12,0.1276,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"355",18,4,12,0.25697,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"356",18,5,12,0.38004,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"357",18,6,12,0.39593,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"358",18,11,12,0.45445,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"359",18,9,12,0.50465,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"360",18,10,12,0.76394,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"361",19,2,8,0.01303,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
"362",19,4,8,0.2316,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"363",19,3,8,0.39902,0.05,3,0.01875,FALSE,FALSE,0,1,0,0
"364",19,8,8,0.41855,0.05,4,0.025,FALSE,FALSE,0,1,0,0
"365",19,7,8,0.73036,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"366",19,1,8,0.81628,0.05,6,0.0375,FALSE,TRUE,0,0,0,1
"367",19,5,8,0.86361,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"368",19,6,8,0.94955,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"369",19,5,12,0.00454,0.05,1,0.00416666666666667,FALSE,TRUE,0,0,0,1
"370",19,3,12,0.00481,0.05,2,0.00833333333333333,TRUE,FALSE,0,0,1,0
"371",19,11,12,0.00783,0.05,3,0.0125,TRUE,FALSE,0,0,1,0
"372",19,8,12,0.01325,0.05,4,0.0166666666666667,TRUE,TRUE,1,0,0,0
"373",19,2,12,0.13046,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"374",19,12,12,0.17264,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"375",19,7,12,0.29181,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"376",19,4,12,0.40287,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"377",19,1,12,0.46225,0.05,9,0.0375,FALSE,TRUE,0,0,0,1
"378",19,9,12,0.65952,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"379",19,10,12,0.82098,0.05,11,0.0458333333333333,FALSE,TRUE,0,0,0,1
"380",19,6,12,0.86823,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"381",20,3,8,0.04185,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
"382",20,7,8,0.11816,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"383",20,8,8,0.15625,0.05,3,0.01875,FALSE,FALSE,0,1,0,0
"384",20,5,8,0.17026,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"385",20,2,8,0.64785,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"386",20,6,8,0.74134,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"387",20,4,8,0.76279,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"388",20,1,8,0.86898,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"389",20,12,12,0.03264,0.05,1,0.00416666666666667,FALSE,TRUE,0,0,0,1
"390",20,5,12,0.03366,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"391",20,7,12,0.12706,0.05,3,0.0125,FALSE,FALSE,0,1,0,0
"392",20,2,12,0.15581,0.05,4,0.0166666666666667,FALSE,FALSE,0,1,0,0
"393",20,3,12,0.17403,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"394",20,4,12,0.18322,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"395",20,6,12,0.26637,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"396",20,11,12,0.31743,0.05,8,0.0333333333333333,FALSE,TRUE,0,0,0,1
"397",20,10,12,0.36539,0.05,9,0.0375,FALSE,TRUE,0,0,0,1
"398",20,1,12,0.54624,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"399",20,9,12,0.60425,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"400",20,8,12,0.7277,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"401",21,8,8,5e-05,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"402",21,4,8,0.00137,0.05,2,0.0125,TRUE,TRUE,1,0,0,0
"403",21,3,8,0.00142,0.05,3,0.01875,TRUE,TRUE,1,0,0,0
"404",21,2,8,0.0143,0.05,4,0.025,TRUE,TRUE,1,0,0,0
"405",21,1,8,0.04894,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"406",21,5,8,0.05773,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"407",21,6,8,0.13242,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"408",21,7,8,0.3902,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"409",21,3,12,0.002,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"410",21,12,12,0.00257,0.05,2,0.00833333333333333,TRUE,TRUE,1,0,0,0
"411",21,2,12,0.00599,0.05,3,0.0125,TRUE,TRUE,1,0,0,0
"412",21,6,12,0.04044,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"413",21,7,12,0.05338,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"414",21,5,12,0.13112,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"415",21,1,12,0.24198,0.05,7,0.0291666666666667,FALSE,FALSE,0,1,0,0
"416",21,11,12,0.27769,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"417",21,4,12,0.38549,0.05,9,0.0375,FALSE,TRUE,0,0,0,1
"418",21,10,12,0.68068,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"419",21,8,12,0.75932,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"420",21,9,12,0.84033,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"421",22,2,8,0.00036,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"422",22,8,8,0.0094,0.05,2,0.0125,TRUE,TRUE,1,0,0,0
"423",22,3,8,0.01328,0.05,3,0.01875,TRUE,TRUE,1,0,0,0
"424",22,6,8,0.28446,0.05,4,0.025,FALSE,FALSE,0,1,0,0
"425",22,7,8,0.51272,0.05,5,0.03125,FALSE,TRUE,0,0,0,1
"426",22,4,8,0.75659,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"427",22,1,8,0.7589,0.05,7,0.04375,FALSE,TRUE,0,0,0,1
"428",22,5,8,0.77004,0.05,8,0.05,FALSE,TRUE,0,0,0,1
"429",22,4,12,0.03109,0.05,1,0.00416666666666667,FALSE,TRUE,0,0,0,1
"430",22,11,12,0.10166,0.05,2,0.00833333333333333,FALSE,FALSE,0,1,0,0
"431",22,10,12,0.12114,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"432",22,2,12,0.2548,0.05,4,0.0166666666666667,FALSE,FALSE,0,1,0,0
"433",22,8,12,0.25943,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"434",22,7,12,0.34261,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"435",22,1,12,0.34685,0.05,7,0.0291666666666667,FALSE,FALSE,0,1,0,0
"436",22,3,12,0.37063,0.05,8,0.0333333333333333,FALSE,TRUE,0,0,0,1
"437",22,9,12,0.75205,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"438",22,5,12,0.76547,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"439",22,12,12,0.7922,0.05,11,0.0458333333333333,FALSE,TRUE,0,0,0,1
"440",22,6,12,0.83444,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"441",23,5,8,0.00209,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"442",23,3,8,0.01491,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"443",23,2,8,0.07626,0.05,3,0.01875,FALSE,TRUE,0,0,0,1
"444",23,4,8,0.07696,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"445",23,6,8,0.09638,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"446",23,1,8,0.1823,0.05,6,0.0375,FALSE,TRUE,0,0,0,1
"447",23,7,8,0.55839,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"448",23,8,8,0.9596,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"449",23,6,12,0.00183,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"450",23,8,12,0.01293,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"451",23,2,12,0.01311,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"452",23,5,12,0.01379,0.05,4,0.0166666666666667,TRUE,TRUE,1,0,0,0
"453",23,11,12,0.05234,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"454",23,7,12,0.12208,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"455",23,12,12,0.13636,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"456",23,9,12,0.15992,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"457",23,1,12,0.17173,0.05,9,0.0375,FALSE,TRUE,0,0,0,1
"458",23,3,12,0.74552,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"459",23,10,12,0.9664,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"460",23,4,12,0.99082,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"461",24,4,8,0.00354,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"462",24,2,8,0.02163,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"463",24,3,8,0.12302,0.05,3,0.01875,FALSE,FALSE,0,1,0,0
"464",24,8,8,0.18245,0.05,4,0.025,FALSE,FALSE,0,1,0,0
"465",24,7,8,0.20458,0.05,5,0.03125,FALSE,TRUE,0,0,0,1
"466",24,1,8,0.32416,0.05,6,0.0375,FALSE,TRUE,0,0,0,1
"467",24,6,8,0.80691,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"468",24,5,8,0.81157,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"469",24,12,12,0.00014,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"470",24,10,12,0.00106,0.05,2,0.00833333333333333,TRUE,TRUE,1,0,0,0
"471",24,3,12,0.01412,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"472",24,9,12,0.05652,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"473",24,11,12,0.0658,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"474",24,1,12,0.17346,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"475",24,2,12,0.45891,0.05,7,0.0291666666666667,FALSE,FALSE,0,1,0,0
"476",24,4,12,0.4983,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"477",24,8,12,0.50331,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"478",24,6,12,0.52258,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"479",24,5,12,0.56002,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"480",24,7,12,0.73263,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"481",25,6,8,0.00187,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"482",25,2,8,0.03313,0.05,2,0.0125,FALSE,FALSE,0,1,0,0
"483",25,8,8,0.22209,0.05,3,0.01875,FALSE,FALSE,0,1,0,0
"484",25,4,8,0.24152,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"485",25,1,8,0.25767,0.05,5,0.03125,FALSE,TRUE,0,0,0,1
"486",25,5,8,0.58935,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"487",25,3,8,0.6577,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"488",25,7,8,0.72987,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"489",25,12,12,0.08756,0.05,1,0.00416666666666667,FALSE,TRUE,0,0,0,1
"490",25,11,12,0.10138,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"491",25,7,12,0.12082,0.05,3,0.0125,FALSE,FALSE,0,1,0,0
"492",25,6,12,0.24356,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"493",25,1,12,0.25631,0.05,5,0.0208333333333333,FALSE,FALSE,0,1,0,0
"494",25,10,12,0.41429,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"495",25,9,12,0.44681,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"496",25,2,12,0.4904,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"497",25,3,12,0.51367,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"498",25,5,12,0.69559,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"499",25,4,12,0.72899,0.05,11,0.0458333333333333,FALSE,TRUE,0,0,0,1
"500",25,8,12,0.73487,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"501",26,6,8,0.01314,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
"502",26,1,8,0.02746,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"503",26,7,8,0.05513,0.05,3,0.01875,FALSE,TRUE,0,0,0,1
"504",26,2,8,0.13982,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"505",26,4,8,0.17034,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"506",26,5,8,0.41257,0.05,6,0.0375,FALSE,TRUE,0,0,0,1
"507",26,8,8,0.74352,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"508",26,3,8,0.86722,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"509",26,1,12,0.00061,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"510",26,6,12,0.05754,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"511",26,10,12,0.06819,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"512",26,8,12,0.1038,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"513",26,9,12,0.10777,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"514",26,2,12,0.12392,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"515",26,3,12,0.18139,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"516",26,12,12,0.28318,0.05,8,0.0333333333333333,FALSE,TRUE,0,0,0,1
"517",26,5,12,0.38665,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"518",26,4,12,0.41162,0.05,10,0.0416666666666667,FALSE,TRUE,0,0,0,1
"519",26,7,12,0.58222,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"520",26,11,12,0.66082,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"521",27,5,8,0.00532,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"522",27,6,8,0.00945,0.05,2,0.0125,TRUE,TRUE,1,0,0,0
"523",27,2,8,0.01241,0.05,3,0.01875,TRUE,TRUE,1,0,0,0
"524",27,8,8,0.03514,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"525",27,3,8,0.13238,0.05,5,0.03125,FALSE,TRUE,0,0,0,1
"526",27,4,8,0.26789,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"527",27,1,8,0.76643,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"528",27,7,8,0.79686,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"529",27,5,12,0.00112,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"530",27,7,12,0.00239,0.05,2,0.00833333333333333,TRUE,TRUE,1,0,0,0
"531",27,8,12,0.00603,0.05,3,0.0125,TRUE,TRUE,1,0,0,0
"532",27,10,12,0.00983,0.05,4,0.0166666666666667,TRUE,TRUE,1,0,0,0
"533",27,11,12,0.01451,0.05,5,0.0208333333333333,TRUE,TRUE,1,0,0,0
"534",27,6,12,0.02592,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"535",27,4,12,0.06265,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"536",27,12,12,0.07531,0.05,8,0.0333333333333333,FALSE,TRUE,0,0,0,1
"537",27,1,12,0.09419,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"538",27,9,12,0.57945,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"539",27,3,12,0.69749,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"540",27,2,12,0.93571,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"541",28,4,8,0.01018,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
"542",28,2,8,0.03131,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"543",28,6,8,0.04341,0.05,3,0.01875,FALSE,TRUE,0,0,0,1
"544",28,1,8,0.13216,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"545",28,8,8,0.35478,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"546",28,7,8,0.50396,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"547",28,5,8,0.58968,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"548",28,3,8,0.63718,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"549",28,10,12,0.00126,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"550",28,5,12,0.06821,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"551",28,3,12,0.07466,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"552",28,2,12,0.21543,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"553",28,1,12,0.28087,0.05,5,0.0208333333333333,FALSE,FALSE,0,1,0,0
"554",28,4,12,0.41774,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"555",28,7,12,0.43544,0.05,7,0.0291666666666667,FALSE,FALSE,0,1,0,0
"556",28,6,12,0.47037,0.05,8,0.0333333333333333,FALSE,TRUE,0,0,0,1
"557",28,8,12,0.62123,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"558",28,9,12,0.75954,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"559",28,12,12,0.79268,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"560",28,11,12,0.98824,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"561",29,3,8,0.01658,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
"562",29,5,8,0.03458,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"563",29,4,8,0.07796,0.05,3,0.01875,FALSE,TRUE,0,0,0,1
"564",29,6,8,0.14543,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"565",29,1,8,0.16582,0.05,5,0.03125,FALSE,TRUE,0,0,0,1
"566",29,2,8,0.17587,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"567",29,8,8,0.34028,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"568",29,7,8,0.5467,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"569",29,1,12,0.00531,0.05,1,0.00416666666666667,FALSE,TRUE,0,0,0,1
"570",29,3,12,0.02243,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"571",29,7,12,0.03759,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"572",29,11,12,0.05776,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"573",29,4,12,0.06201,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"574",29,10,12,0.18537,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"575",29,5,12,0.24494,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"576",29,8,12,0.40511,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"577",29,2,12,0.77255,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"578",29,12,12,0.78378,0.05,10,0.0416666666666667,FALSE,TRUE,0,0,0,1
"579",29,9,12,0.84706,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"580",29,6,12,0.93219,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"581",30,1,8,0.0065,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
"582",30,7,8,0.05619,0.05,2,0.0125,FALSE,FALSE,0,1,0,0
"583",30,6,8,0.06993,0.05,3,0.01875,FALSE,TRUE,0,0,0,1
"584",30,5,8,0.07912,0.05,4,0.025,FALSE,FALSE,0,1,0,0
"585",30,4,8,0.19461,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"586",30,8,8,0.31696,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"587",30,2,8,0.37262,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"588",30,3,8,0.78539,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"589",30,11,12,0.00199,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"590",30,9,12,0.00493,0.05,2,0.00833333333333333,TRUE,TRUE,1,0,0,0
"591",30,5,12,0.01629,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"592",30,8,12,0.02713,0.05,4,0.0166666666666667,FALSE,FALSE,0,1,0,0
"593",30,2,12,0.0344,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"594",30,4,12,0.05509,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"595",30,1,12,0.28684,0.05,7,0.0291666666666667,FALSE,FALSE,0,1,0,0
"596",30,3,12,0.34542,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"597",30,6,12,0.34571,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"598",30,12,12,0.53745,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"599",30,7,12,0.59752,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"600",30,10,12,0.91036,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"601",31,4,8,0.00013,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"602",31,5,8,0.00056,0.05,2,0.0125,TRUE,TRUE,1,0,0,0
"603",31,3,8,0.0037,0.05,3,0.01875,TRUE,TRUE,1,0,0,0
"604",31,6,8,0.00884,0.05,4,0.025,TRUE,TRUE,1,0,0,0
"605",31,7,8,0.03299,0.05,5,0.03125,FALSE,TRUE,0,0,0,1
"606",31,1,8,0.20248,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"607",31,2,8,0.55652,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"608",31,8,8,0.76833,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"609",31,3,12,0.00158,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"610",31,6,12,0.01036,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"611",31,11,12,0.01085,0.05,3,0.0125,TRUE,TRUE,1,0,0,0
"612",31,5,12,0.01462,0.05,4,0.0166666666666667,TRUE,TRUE,1,0,0,0
"613",31,12,12,0.04437,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"614",31,10,12,0.06272,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"615",31,9,12,0.25992,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"616",31,2,12,0.50556,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"617",31,7,12,0.70022,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"618",31,8,12,0.71429,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"619",31,4,12,0.81969,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"620",31,1,12,0.85094,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"621",32,2,8,0.01358,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
