"prolific_pid","id","tp","tn","fp","fn","condition","incentive","trial","duration","nregions","trial_id","ntrials","alpha","block"
"5e6e880e03cac4000c303b57",6354,4,5,2,1,"ci",5,19,32.823,"12",1,12,0.05,1
"5e6e880e03cac4000c303b57",6355,2,5,1,4,"ci",5,7,70.551,"12",2,12,0.05,1
"5e6e880e03cac4000c303b57",6356,9,2,1,0,"ci",5,26,23.086,"12",3,12,0.05,1
"5e6e880e03cac4000c303b57",6357,9,2,0,1,"ci",5,14,24.572,"12",4,12,0.05,1
"5e6e880e03cac4000c303b57",6359,5,7,0,0,"ci",5,2,14.67,"12",5,12,0.05,1
"5e6e880e03cac4000c303b57",6361,7,5,0,0,"ci",5,21,15.58,"12",6,12,0.05,1
"5e6e880e03cac4000c303b57",6363,5,5,2,0,"ci",5,9,7.754,"12",7,12,0.05,1
"5e6e880e03cac4000c303b57",6365,3,8,0,1,"ci",5,28,21.207,"12",8,12,0.05,1
"5e6e880e03cac4000c303b57",6368,4,5,0,3,"ci",5,16,12.267,"12",9,12,0.05,1
"5e6e880e03cac4000c303b57",6370,7,4,0,1,"ci",5,4,17.773,"12",10,12,0.05,1
"5e6e880e03cac4000c303b57",6371,7,5,0,0,"ci",5,23,9.573,"12",11,12,0.05,1
"5e6e880e03cac4000c303b57",6372,2,8,1,1,"ci",5,11,9.986,"12",12,12,0.05,1
"5e6e880e03cac4000c303b57",6373,6,6,0,0,"ci",5,30,9.709,"12",13,12,0.05,1
"5e6e880e03cac4000c303b57",6375,6,4,2,0,"ci",5,18,7.069,"12",14,12,0.05,1
"5e6e880e03cac4000c303b57",6378,6,4,1,1,"ci",5,6,23.457,"12",15,12,0.05,1
"5e6e880e03cac4000c303b57",6379,4,5,1,2,"ci",5,25,10.66,"12",16,12,0.05,1
"5e6e880e03cac4000c303b57",6381,0,8,0,4,"ci",5,13,12.598,"12",17,12,0.05,1
"5e6e880e03cac4000c303b57",6383,4,4,0,4,"ci",5,1,9.383,"12",18,12,0.05,1
"5e6e880e03cac4000c303b57",6385,5,3,0,4,"ci",5,20,13.243,"12",19,12,0.05,1
"5e6e880e03cac4000c303b57",6387,0,8,0,4,"ci",5,8,12.466,"12",20,12,0.05,1
"5e6e880e03cac4000c303b57",6388,6,3,1,2,"ci",5,27,13.795,"12",21,12,0.05,1
"5e6e880e03cac4000c303b57",6390,6,6,0,0,"ci",5,15,6.816,"12",22,12,0.05,1
"5e6e880e03cac4000c303b57",6392,5,7,0,0,"ci",5,3,6.548,"12",23,12,0.05,1
"5e6e880e03cac4000c303b57",6393,2,4,0,6,"ci",5,22,7.865,"12",24,12,0.05,1
"5e6e880e03cac4000c303b57",6395,0,6,0,6,"ci",5,10,7.635,"12",25,12,0.05,1
"5e6e880e03cac4000c303b57",6397,3,9,0,0,"ci",5,29,7.946,"12",26,12,0.05,1
"5e6e880e03cac4000c303b57",6404,2,3,0,7,"ci",5,17,22.523,"12",27,12,0.05,1
"5e6e880e03cac4000c303b57",6405,2,5,0,5,"ci",5,5,7.554,"12",28,12,0.05,1
"5e6e880e03cac4000c303b57",6408,4,3,0,5,"ci",5,24,12.573,"12",29,12,0.05,1
"5e6e880e03cac4000c303b57",6409,5,3,0,4,"ci",5,12,9.973,"12",30,12,0.05,1
"5e6e880e03cac4000c303b57",6410,0,4,0,4,"ci",5,19,8.246,"8",31,8,0.05,2
"5e6e880e03cac4000c303b57",6411,1,4,0,3,"ci",5,7,4.104,"8",32,8,0.05,2
"5e6e880e03cac4000c303b57",6413,0,2,0,6,"ci",5,26,8.931,"8",33,8,0.05,2
"5e6e880e03cac4000c303b57",6415,3,2,0,3,"ci",5,14,5.906,"8",34,8,0.05,2
"5e6e880e03cac4000c303b57",6416,1,4,0,3,"ci",5,2,4.452,"8",35,8,0.05,2
"5e6e880e03cac4000c303b57",6418,2,3,0,3,"ci",5,21,5.109,"8",36,8,0.05,2
"5e6e880e03cac4000c303b57",6419,1,6,0,1,"ci",5,9,6.397,"8",37,8,0.05,2
"5e6e880e03cac4000c303b57",6420,0,5,0,3,"ci",5,28,4.701,"8",38,8,0.05,2
"5e6e880e03cac4000c303b57",6422,0,4,0,4,"ci",5,16,3.935,"8",39,8,0.05,2
"5e6e880e03cac4000c303b57",6423,1,4,0,3,"ci",5,4,7.538,"8",40,8,0.05,2
"5e6e880e03cac4000c303b57",6424,2,3,0,3,"ci",5,23,6.511,"8",41,8,0.05,2
"5e6e880e03cac4000c303b57",6426,1,6,0,1,"ci",5,11,6.906,"8",42,8,0.05,2
"5e6e880e03cac4000c303b57",6427,4,3,0,1,"ci",5,30,4.855,"8",43,8,0.05,2
"5e6e880e03cac4000c303b57",6429,2,3,0,3,"ci",5,18,8.307,"8",44,8,0.05,2
"5e6e880e03cac4000c303b57",6430,2,3,0,3,"ci",5,6,5.283,"8",45,8,0.05,2
"5e6e880e03cac4000c303b57",6432,0,5,0,3,"ci",5,25,4.075,"8",46,8,0.05,2
"5e6e880e03cac4000c303b57",6433,1,4,0,3,"ci",5,13,4.541,"8",47,8,0.05,2
"5e6e880e03cac4000c303b57",6435,1,3,0,4,"ci",5,1,8.383,"8",48,8,0.05,2
"5e6e880e03cac4000c303b57",6436,2,1,0,5,"ci",5,20,7.732,"8",49,8,0.05,2
"5e6e880e03cac4000c303b57",6437,1,6,0,1,"ci",5,8,4.779,"8",50,8,0.05,2
"5e6e880e03cac4000c303b57",6438,4,3,0,1,"ci",5,27,4.863,"8",51,8,0.05,2
"5e6e880e03cac4000c303b57",6439,4,2,0,2,"ci",5,15,5.296,"8",52,8,0.05,2
"5e6e880e03cac4000c303b57",6440,0,5,0,3,"ci",5,3,4.207,"8",53,8,0.05,2
"5e6e880e03cac4000c303b57",6441,0,2,0,6,"ci",5,22,4.659,"8",54,8,0.05,2
"5e6e880e03cac4000c303b57",6442,0,3,0,5,"ci",5,10,5.911,"8",55,8,0.05,2
"5e6e880e03cac4000c303b57",6443,2,5,0,1,"ci",5,29,4.05,"8",56,8,0.05,2
"5e6e880e03cac4000c303b57",6444,4,2,0,2,"ci",5,17,4.729,"8",57,8,0.05,2
"5e6e880e03cac4000c303b57",6445,2,4,0,2,"ci",5,5,5.494,"8",58,8,0.05,2
"5e6e880e03cac4000c303b57",6446,4,3,0,1,"ci",5,24,3.532,"8",59,8,0.05,2
"5e6e880e03cac4000c303b57",6447,3,3,0,2,"ci",5,12,3.947,"8",60,8,0.05,2
"579f1d3bc9abeb0001af52d8",6470,1,3,1,3,"ci",5,2,18.997,"8",1,8,0.05,1
"579f1d3bc9abeb0001af52d8",6471,1,1,3,3,"ci",5,4,40.205,"8",2,8,0.05,1
"579f1d3bc9abeb0001af52d8",6472,3,1,2,2,"ci",5,6,34.685,"8",3,8,0.05,1
"579f1d3bc9abeb0001af52d8",6473,1,6,0,1,"ci",5,8,33.988,"8",4,8,0.05,1
"579f1d3bc9abeb0001af52d8",6474,1,3,0,4,"ci",5,10,14.971,"8",5,8,0.05,1
"579f1d3bc9abeb0001af52d8",6475,3,3,0,2,"ci",5,12,21.759,"8",6,8,0.05,1
"579f1d3bc9abeb0001af52d8",6476,4,2,0,2,"ci",5,14,14.904,"8",7,8,0.05,1
"579f1d3bc9abeb0001af52d8",6477,2,4,0,2,"ci",5,16,17.857,"8",8,8,0.05,1
"579f1d3bc9abeb0001af52d8",6478,4,3,0,1,"ci",5,18,10.073,"8",9,8,0.05,1
"579f1d3bc9abeb0001af52d8",6479,2,1,0,5,"ci",5,20,18.589,"8",10,8,0.05,1
"579f1d3bc9abeb0001af52d8",6480,1,2,0,5,"ci",5,22,37.476,"8",11,8,0.05,1
"579f1d3bc9abeb0001af52d8",6481,4,2,1,1,"ci",5,24,14.321,"8",12,8,0.05,1
"579f1d3bc9abeb0001af52d8",6482,3,2,0,3,"ci",5,26,12.356,"8",13,8,0.05,1
"579f1d3bc9abeb0001af52d8",6483,2,5,0,1,"ci",5,28,8.751,"8",14,8,0.05,1
"579f1d3bc9abeb0001af52d8",6484,4,3,0,1,"ci",5,30,10.126,"8",15,8,0.05,1
"579f1d3bc9abeb0001af52d8",6485,1,3,0,4,"ci",5,1,11.124,"8",16,8,0.05,1
"579f1d3bc9abeb0001af52d8",6486,2,3,2,1,"ci",5,3,13.352,"8",17,8,0.05,1
"579f1d3bc9abeb0001af52d8",6487,3,4,0,1,"ci",5,5,6.493,"8",18,8,0.05,1
"579f1d3bc9abeb0001af52d8",6488,2,4,0,2,"ci",5,7,5.595,"8",19,8,0.05,1
"579f1d3bc9abeb0001af52d8",6489,2,6,0,0,"ci",5,9,5.372,"8",20,8,0.05,1
"579f1d3bc9abeb0001af52d8",6490,2,6,0,0,"ci",5,11,6.71,"8",21,8,0.05,1
"579f1d3bc9abeb0001af52d8",6491,1,4,0,3,"ci",5,13,5.069,"8",22,8,0.05,1
"579f1d3bc9abeb0001af52d8",6492,4,2,0,2,"ci",5,15,11.416,"8",23,8,0.05,1
"579f1d3bc9abeb0001af52d8",6493,2,2,0,4,"ci",5,17,10.978,"8",24,8,0.05,1
"579f1d3bc9abeb0001af52d8",6494,1,3,1,3,"ci",5,19,14.379,"8",25,8,0.05,1
"579f1d3bc9abeb0001af52d8",6495,2,3,0,3,"ci",5,21,10.136,"8",26,8,0.05,1
"579f1d3bc9abeb0001af52d8",6496,2,3,0,3,"ci",5,23,5.322,"8",27,8,0.05,1
"579f1d3bc9abeb0001af52d8",6497,1,5,0,2,"ci",5,25,15.803,"8",28,8,0.05,1
"579f1d3bc9abeb0001af52d8",6498,4,3,0,1,"ci",5,27,8.546,"8",29,8,0.05,1
"579f1d3bc9abeb0001af52d8",6499,2,5,0,1,"ci",5,29,9.21,"8",30,8,0.05,1
"579f1d3bc9abeb0001af52d8",6500,3,7,0,2,"ci",5,2,15.19,"12",31,12,0.05,2
"579f1d3bc9abeb0001af52d8",6501,3,4,0,5,"ci",5,4,12.042,"12",32,12,0.05,2
"579f1d3bc9abeb0001af52d8",6502,6,4,1,1,"ci",5,6,10.559,"12",33,12,0.05,2
"579f1d3bc9abeb0001af52d8",6503,2,8,0,2,"ci",5,8,8.082,"12",34,12,0.05,2
"579f1d3bc9abeb0001af52d8",6504,2,6,0,4,"ci",5,10,8.98,"12",35,12,0.05,2
"579f1d3bc9abeb0001af52d8",6505,4,3,0,5,"ci",5,12,17.361,"12",36,12,0.05,2
"579f1d3bc9abeb0001af52d8",6506,2,2,0,8,"ci",5,14,7.686,"12",37,12,0.05,2
"579f1d3bc9abeb0001af52d8",6507,1,5,0,6,"ci",5,16,4.862,"12",38,12,0.05,2
"579f1d3bc9abeb0001af52d8",6508,2,6,0,4,"ci",5,18,12.941,"12",39,12,0.05,2
"579f1d3bc9abeb0001af52d8",6509,1,3,0,8,"ci",5,20,12.238,"12",40,12,0.05,2
"579f1d3bc9abeb0001af52d8",6510,4,4,0,4,"ci",5,22,20.053,"12",41,12,0.05,2
"579f1d3bc9abeb0001af52d8",6511,6,3,0,3,"ci",5,24,12.619,"12",42,12,0.05,2
"579f1d3bc9abeb0001af52d8",6512,4,3,0,5,"ci",5,26,12.993,"12",43,12,0.05,2
"579f1d3bc9abeb0001af52d8",6513,2,8,0,2,"ci",5,28,21.103,"12",44,12,0.05,2
"579f1d3bc9abeb0001af52d8",6514,5,6,0,1,"ci",5,30,13.724,"12",45,12,0.05,2
"579f1d3bc9abeb0001af52d8",6515,3,4,0,5,"ci",5,1,20.09,"12",46,12,0.05,2
"579f1d3bc9abeb0001af52d8",6516,3,7,0,2,"ci",5,3,12.094,"12",47,12,0.05,2
"579f1d3bc9abeb0001af52d8",6517,2,5,0,5,"ci",5,5,12.076,"12",48,12,0.05,2
"579f1d3bc9abeb0001af52d8",6518,1,5,1,5,"ci",5,7,35.543,"12",49,12,0.05,2
"579f1d3bc9abeb0001af52d8",6519,4,7,0,1,"ci",5,9,14.254,"12",50,12,0.05,2
"579f1d3bc9abeb0001af52d8",6520,1,8,1,2,"ci",5,11,18.899,"12",51,12,0.05,2
"579f1d3bc9abeb0001af52d8",6521,1,7,1,3,"ci",5,13,18.705,"12",52,12,0.05,2
"579f1d3bc9abeb0001af52d8",6522,5,6,0,1,"ci",5,15,8.941,"12",53,12,0.05,2
"579f1d3bc9abeb0001af52d8",6523,5,3,0,4,"ci",5,17,7.098,"12",54,12,0.05,2
"579f1d3bc9abeb0001af52d8",6524,1,7,0,4,"ci",5,19,10.71,"12",55,12,0.05,2
"579f1d3bc9abeb0001af52d8",6525,4,5,0,3,"ci",5,21,11.87,"12",56,12,0.05,2
"579f1d3bc9abeb0001af52d8",6526,5,5,0,2,"ci",5,23,9.329,"12",57,12,0.05,2
"579f1d3bc9abeb0001af52d8",6527,3,6,0,3,"ci",5,25,7.461,"12",58,12,0.05,2
"579f1d3bc9abeb0001af52d8",6528,4,4,0,4,"ci",5,27,11.232,"12",59,12,0.05,2
"579f1d3bc9abeb0001af52d8",6529,3,9,0,0,"ci",5,29,8.461,"12",60,12,0.05,2
"5cd58dc0d1980f0018a3740d",6530,4,1,3,4,"ci",5,27,52.367,"12",1,12,0.05,1
"5cd58dc0d1980f0018a3740d",6531,7,3,2,0,"ci",5,23,38.352,"12",2,12,0.05,1
"5cd58dc0d1980f0018a3740d",6533,5,3,4,0,"ci",5,19,13.515,"12",3,12,0.05,1
"5cd58dc0d1980f0018a3740d",6535,0,2,4,6,"ci",5,15,10.4,"12",4,12,0.05,1
"5cd58dc0d1980f0018a3740d",6538,2,4,5,1,"ci",5,11,28.821,"12",5,12,0.05,1
"5cd58dc0d1980f0018a3740d",6540,4,3,3,2,"ci",5,7,9.07,"12",6,12,0.05,1
"5cd58dc0d1980f0018a3740d",6542,5,4,3,0,"ci",5,3,11.386,"12",7,12,0.05,1
"5cd58dc0d1980f0018a3740d",6543,6,5,1,0,"ci",5,30,10.677,"12",8,12,0.05,1
"5cd58dc0d1980f0018a3740d",6545,9,2,1,0,"ci",5,26,10.344,"12",9,12,0.05,1
"5cd58dc0d1980f0018a3740d",6547,7,2,2,1,"ci",5,22,8.916,"12",10,12,0.05,1
"5cd58dc0d1980f0018a3740d",6549,6,4,2,0,"ci",5,18,27.176,"12",11,12,0.05,1
"5cd58dc0d1980f0018a3740d",6550,10,2,0,0,"ci",5,14,8.274,"12",12,12,0.05,1
"5cd58dc0d1980f0018a3740d",6551,6,6,0,0,"ci",5,10,11.373,"12",13,12,0.05,1
"5cd58dc0d1980f0018a3740d",6552,6,4,1,1,"ci",5,6,9.067,"12",14,12,0.05,1
"5cd58dc0d1980f0018a3740d",6553,5,6,1,0,"ci",5,2,13.408,"12",15,12,0.05,1
"5cd58dc0d1980f0018a3740d",6554,3,7,2,0,"ci",5,29,8.085,"12",16,12,0.05,1
"5cd58dc0d1980f0018a3740d",6555,4,5,1,2,"ci",5,25,9.469,"12",17,12,0.05,1
"5cd58dc0d1980f0018a3740d",6557,5,5,0,2,"ci",5,21,17.575,"12",18,12,0.05,1
"5cd58dc0d1980f0018a3740d",6559,6,3,0,3,"ci",5,17,9.72,"12",19,12,0.05,1
"5cd58dc0d1980f0018a3740d",6561,3,5,3,1,"ci",5,13,15.405,"12",20,12,0.05,1
"5cd58dc0d1980f0018a3740d",6563,4,5,2,1,"ci",5,9,13.207,"12",21,12,0.05,1
"5cd58dc0d1980f0018a3740d",6565,5,5,0,2,"ci",5,5,9.612,"12",22,12,0.05,1
"5cd58dc0d1980f0018a3740d",6568,5,4,0,3,"ci",5,1,12.208,"12",23,12,0.05,1
"5cd58dc0d1980f0018a3740d",6570,3,8,0,1,"ci",5,28,7.625,"12",24,12,0.05,1
"5cd58dc0d1980f0018a3740d",6572,8,3,0,1,"ci",5,24,8.253,"12",25,12,0.05,1
"5cd58dc0d1980f0018a3740d",6574,5,3,0,4,"ci",5,20,7.071,"12",26,12,0.05,1
"5cd58dc0d1980f0018a3740d",6575,4,5,0,3,"ci",5,16,9.179,"12",27,12,0.05,1
"5cd58dc0d1980f0018a3740d",6577,7,3,0,2,"ci",5,12,7.848,"12",28,12,0.05,1
"5cd58dc0d1980f0018a3740d",6579,3,8,0,1,"ci",5,8,8.52,"12",29,12,0.05,1
"5cd58dc0d1980f0018a3740d",6580,5,4,0,3,"ci",5,4,7.374,"12",30,12,0.05,1
"5d90e0dd4421030017cf24ac",6582,6,3,2,1,"ci",5,5,21.512,"12",1,12,0.05,1
"5d90e0dd4421030017cf24ac",6583,6,5,1,0,"ci",5,10,12.062,"12",2,12,0.05,1
"5cd58dc0d1980f0018a3740d",6584,5,3,0,0,"ci",5,27,9.639,"8",31,8,0.05,2
"5cd58dc0d1980f0018a3740d",6585,5,3,0,0,"ci",5,23,7.874,"8",32,8,0.05,2
"5cd58dc0d1980f0018a3740d",6586,4,3,1,0,"ci",5,19,7.311,"8",33,8,0.05,2
"5d90e0dd4421030017cf24ac",6587,5,4,2,1,"ci",5,15,19.027,"12",3,12,0.05,1
"5cd58dc0d1980f0018a3740d",6588,5,2,0,1,"ci",5,15,8.249,"8",34,8,0.05,2
"5cd58dc0d1980f0018a3740d",6589,2,5,1,0,"ci",5,11,7.403,"8",35,8,0.05,2
"5d90e0dd4421030017cf24ac",6590,6,2,1,3,"ci",5,20,16.222,"12",4,12,0.05,1
"5cd58dc0d1980f0018a3740d",6591,4,4,0,0,"ci",5,7,7.672,"8",36,8,0.05,2
"5d90e0dd4421030017cf24ac",6592,3,6,0,3,"ci",5,25,8.592,"12",5,12,0.05,1
"5cd58dc0d1980f0018a3740d",6593,2,5,0,1,"ci",5,3,6.841,"8",37,8,0.05,2
"5d90e0dd4421030017cf24ac",6594,4,6,0,2,"ci",5,30,10.772,"12",6,12,0.05,1
"5cd58dc0d1980f0018a3740d",6595,5,3,0,0,"ci",5,30,7.59,"8",38,8,0.05,2
"5cd58dc0d1980f0018a3740d",6596,5,2,0,1,"ci",5,26,6.439,"8",39,8,0.05,2
"5cd58dc0d1980f0018a3740d",6597,3,2,0,3,"ci",5,22,6.71,"8",40,8,0.05,2
"5d90e0dd4421030017cf24ac",6598,1,4,0,7,"ci",5,4,18.236,"12",7,12,0.05,1
"5cd58dc0d1980f0018a3740d",6599,5,3,0,0,"ci",5,18,7.82,"8",41,8,0.05,2
"5d90e0dd4421030017cf24ac",6600,2,7,0,3,"ci",5,9,7.779,"12",8,12,0.05,1
"5cd58dc0d1980f0018a3740d",6601,4,2,0,2,"ci",5,14,5.967,"8",42,8,0.05,2
"5cd58dc0d1980f0018a3740d",6602,2,3,0,3,"ci",5,10,6.025,"8",43,8,0.05,2
"5d90e0dd4421030017cf24ac",6603,3,2,0,7,"ci",5,14,11.323,"12",9,12,0.05,1
"5cd58dc0d1980f0018a3740d",6604,5,2,1,0,"ci",5,6,7.383,"8",44,8,0.05,2
"5d90e0dd4421030017cf24ac",6605,1,7,0,4,"ci",5,19,12.007,"12",10,12,0.05,1
"5cd58dc0d1980f0018a3740d",6606,2,4,0,2,"ci",5,2,7.747,"8",45,8,0.05,2
"5d90e0dd4421030017cf24ac",6607,1,3,0,8,"ci",5,24,7.089,"12",11,12,0.05,1
"5cd58dc0d1980f0018a3740d",6608,3,4,1,0,"ci",5,29,6.615,"8",46,8,0.05,2
"5d90e0dd4421030017cf24ac",6609,1,9,0,2,"ci",5,29,6.882,"12",12,12,0.05,1
"5cd58dc0d1980f0018a3740d",6610,2,5,0,1,"ci",5,25,5.029,"8",47,8,0.05,2
"5d90e0dd4421030017cf24ac",6611,1,7,0,4,"ci",5,3,5.842,"12",13,12,0.05,1
"5cd58dc0d1980f0018a3740d",6612,4,3,0,1,"ci",5,21,5.448,"8",48,8,0.05,2
"5d90e0dd4421030017cf24ac",6613,1,8,0,3,"ci",5,8,7.632,"12",14,12,0.05,1
"5cd58dc0d1980f0018a3740d",6614,4,2,0,2,"ci",5,17,8.413,"8",49,8,0.05,2
"5d90e0dd4421030017cf24ac",6615,1,8,0,3,"ci",5,13,9.56,"12",15,12,0.05,1
"5d90e0dd4421030017cf24ac",6616,1,6,0,5,"ci",5,18,7.207,"12",16,12,0.05,1
"5cd58dc0d1980f0018a3740d",6617,1,4,0,3,"ci",5,13,5.549,"8",50,8,0.05,2
"5d90e0dd4421030017cf24ac",6618,1,5,0,6,"ci",5,23,5.592,"12",17,12,0.05,1
"5cd58dc0d1980f0018a3740d",6619,2,5,1,0,"ci",5,9,6.133,"8",51,8,0.05,2
"5cd58dc0d1980f0018a3740d",6620,4,4,0,0,"ci",5,5,6.289,"8",52,8,0.05,2
"5d90e0dd4421030017cf24ac",6621,1,8,0,3,"ci",5,28,7.852,"12",18,12,0.05,1
"5d90e0dd4421030017cf24ac",6622,1,7,0,4,"ci",5,2,5.575,"12",19,12,0.05,1
"5cd58dc0d1980f0018a3740d",6623,5,2,1,0,"ci",5,1,7.838,"8",53,8,0.05,2
"5d90e0dd4421030017cf24ac",6624,1,6,0,5,"ci",5,7,6.541,"12",20,12,0.05,1
"5cd58dc0d1980f0018a3740d",6625,2,4,1,1,"ci",5,28,5.681,"8",54,8,0.05,2
"5d90e0dd4421030017cf24ac",6626,1,3,0,8,"ci",5,12,7.124,"12",21,12,0.05,1
"5cd58dc0d1980f0018a3740d",6627,4,3,0,1,"ci",5,24,6.419,"8",55,8,0.05,2
"5d90e0dd4421030017cf24ac",6628,1,3,0,8,"ci",5,17,4.969,"12",22,12,0.05,1
"5cd58dc0d1980f0018a3740d",6629,5,1,0,2,"ci",5,20,5.427,"8",56,8,0.05,2
"5cd58dc0d1980f0018a3740d",6630,1,4,0,3,"ci",5,16,6.128,"8",57,8,0.05,2
"5cd58dc0d1980f0018a3740d",6631,5,3,0,0,"ci",5,12,5.113,"8",58,8,0.05,2
"5cd58dc0d1980f0018a3740d",6632,2,6,0,0,"ci",5,8,6.539,"8",59,8,0.05,2
"5cd58dc0d1980f0018a3740d",6633,4,3,1,0,"ci",5,4,6.28,"8",60,8,0.05,2
"5d90e0dd4421030017cf24ac",6634,1,4,0,7,"ci",5,22,14.205,"12",23,12,0.05,1
"5d90e0dd4421030017cf24ac",6635,1,4,0,7,"ci",5,27,5.387,"12",24,12,0.05,1
"5d90e0dd4421030017cf24ac",6636,1,4,0,7,"ci",5,1,4.329,"12",25,12,0.05,1
"5d90e0dd4421030017cf24ac",6637,1,5,0,6,"ci",5,6,4.341,"12",26,12,0.05,1
"5d90e0dd4421030017cf24ac",6638,1,9,0,2,"ci",5,11,4.662,"12",27,12,0.05,1
"5d90e0dd4421030017cf24ac",6639,1,5,0,6,"ci",5,16,4.398,"12",28,12,0.05,1
"5d90e0dd4421030017cf24ac",6640,1,5,0,6,"ci",5,21,10.989,"12",29,12,0.05,1
"5d90e0dd4421030017cf24ac",6641,1,3,0,8,"ci",5,26,6.104,"12",30,12,0.05,1
"5d90e0dd4421030017cf24ac",6642,2,4,0,2,"ci",5,5,10.91,"8",31,8,0.05,2
"5d90e0dd4421030017cf24ac",6643,1,3,0,4,"ci",5,10,4.265,"8",32,8,0.05,2
"5d90e0dd4421030017cf24ac",6644,1,2,0,5,"ci",5,15,11.038,"8",33,8,0.05,2
"5d90e0dd4421030017cf24ac",6645,1,1,0,6,"ci",5,20,6.113,"8",34,8,0.05,2
"5d90e0dd4421030017cf24ac",6646,1,5,0,2,"ci",5,25,6.233,"8",35,8,0.05,2
"5d90e0dd4421030017cf24ac",6647,1,3,0,4,"ci",5,30,6.273,"8",36,8,0.05,2
"5d90e0dd4421030017cf24ac",6648,1,4,0,3,"ci",5,4,5.715,"8",37,8,0.05,2
"5d90e0dd4421030017cf24ac",6649,1,6,0,1,"ci",5,9,7.112,"8",38,8,0.05,2
"5d90e0dd4421030017cf24ac",6650,1,2,0,5,"ci",5,14,5.39,"8",39,8,0.05,2
"5d90e0dd4421030017cf24ac",6651,1,4,0,3,"ci",5,19,7.318,"8",40,8,0.05,2
"5d90e0dd4421030017cf24ac",6652,0,3,0,5,"ci",5,24,7.522,"8",41,8,0.05,2
"5d90e0dd4421030017cf24ac",6653,1,5,0,2,"ci",5,29,7.596,"8",42,8,0.05,2
"5d90e0dd4421030017cf24ac",6654,1,5,0,2,"ci",5,3,7.913,"8",43,8,0.05,2
"5d90e0dd4421030017cf24ac",6655,1,6,0,1,"ci",5,8,7.349,"8",44,8,0.05,2
"5d90e0dd4421030017cf24ac",6656,1,4,0,3,"ci",5,13,6.074,"8",45,8,0.05,2
"5d90e0dd4421030017cf24ac",6657,1,3,0,4,"ci",5,18,4.865,"8",46,8,0.05,2
"5d90e0dd4421030017cf24ac",6658,1,3,0,4,"ci",5,23,4.958,"8",47,8,0.05,2
"5d90e0dd4421030017cf24ac",6659,1,5,0,2,"ci",5,28,5.565,"8",48,8,0.05,2
"5d90e0dd4421030017cf24ac",6660,1,4,0,3,"ci",5,2,6.705,"8",49,8,0.05,2
"5d90e0dd4421030017cf24ac",6661,2,4,0,2,"ci",5,7,6.463,"8",50,8,0.05,2
"5d90e0dd4421030017cf24ac",6662,4,3,0,1,"ci",5,12,7.898,"8",51,8,0.05,2
"5d90e0dd4421030017cf24ac",6663,4,2,0,2,"ci",5,17,9.619,"8",52,8,0.05,2
"5d90e0dd4421030017cf24ac",6664,2,2,0,4,"ci",5,22,5.848,"8",53,8,0.05,2
"5d90e0dd4421030017cf24ac",6665,5,3,0,0,"ci",5,27,8.109,"8",54,8,0.05,2
"5d90e0dd4421030017cf24ac",6666,1,3,0,4,"ci",5,1,5.01,"8",55,8,0.05,2
"5d90e0dd4421030017cf24ac",6667,5,3,0,0,"ci",5,6,6.007,"8",56,8,0.05,2
"5d90e0dd4421030017cf24ac",6668,2,5,1,0,"ci",5,11,8.42,"8",57,8,0.05,2
"5d90e0dd4421030017cf24ac",6669,1,4,0,3,"ci",5,16,8.013,"8",58,8,0.05,2
"5d90e0dd4421030017cf24ac",6670,4,3,0,1,"ci",5,21,7.519,"8",59,8,0.05,2
"5d90e0dd4421030017cf24ac",6671,2,2,0,4,"ci",5,26,5.684,"8",60,8,0.05,2
"5c665e1948985d0001f09675",6672,4,2,0,2,"ci",5,22,28.465,"8",1,8,0.05,1
"5c665e1948985d0001f09675",6673,2,4,0,2,"ci",5,13,17.12,"8",2,8,0.05,1
"5c665e1948985d0001f09675",6674,4,3,1,0,"ci",5,4,10.455,"8",3,8,0.05,1
"5c665e1948985d0001f09675",6675,6,2,0,0,"ci",5,26,9.139,"8",4,8,0.05,1
"5c665e1948985d0001f09675",6676,6,1,1,0,"ci",5,17,19.415,"8",5,8,0.05,1
"5c665e1948985d0001f09675",6677,2,6,0,0,"ci",5,8,9.653,"8",6,8,0.05,1
"5c665e1948985d0001f09675",6678,5,3,0,0,"ci",5,30,128.97,"8",7,8,0.05,1
"5c665e1948985d0001f09675",6679,4,3,0,1,"ci",5,21,15.437,"8",8,8,0.05,1
"5c665e1948985d0001f09675",6680,5,3,0,0,"ci",5,12,12.432,"8",9,8,0.05,1
"5c665e1948985d0001f09675",6681,2,5,0,1,"ci",5,3,12.211,"8",10,8,0.05,1
"5c665e1948985d0001f09675",6682,2,5,0,1,"ci",5,25,7.78,"8",11,8,0.05,1
"5c665e1948985d0001f09675",6683,2,4,0,2,"ci",5,16,7.722,"8",12,8,0.05,1
"5c665e1948985d0001f09675",6684,4,4,0,0,"ci",5,7,8.918,"8",13,8,0.05,1
"5c665e1948985d0001f09675",6685,3,5,0,0,"ci",5,29,6.203,"8",14,8,0.05,1
"5c665e1948985d0001f09675",6686,5,1,0,2,"ci",5,20,7.566,"8",15,8,0.05,1
"5c665e1948985d0001f09675",6687,2,5,1,0,"ci",5,11,7.838,"8",16,8,0.05,1
"5c665e1948985d0001f09675",6688,2,4,0,2,"ci",5,2,7.301,"8",17,8,0.05,1
"5c665e1948985d0001f09675",6689,4,3,0,1,"ci",5,24,9.877,"8",18,8,0.05,1
