session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5ebaeccdc7f8c208e2392f5e,5df15bc3361a8506b94f79ed,AWAITING REVIEW,2020-05-12 18:37:01.587000,2020-05-12 18:57:07.029000,1205.442,32,221,0,100,,29ABE0A0,Brazil,United States,Full-Time,English,United States,Male,No
5ebaed483576b508afab2d90,5e4476590720e92feb01ab53,AWAITING REVIEW,2020-05-12 18:39:04.481000,2020-05-12 19:20:53.489000,2509.008,31,155,1,100,,29ABE0A0,Nigeria,United Kingdom,Full-Time,English,United Kingdom,Male,No
5ebaed53b46f9c09a61c4dd0,5e9f55bf7c0db50bb0a02624,AWAITING REVIEW,2020-05-12 18:39:17.718000,2020-05-12 19:05:33.610000,1575.892,41,11,1,96,,29ABE0A0,India,United Kingdom,Full-Time,English,United Kingdom,Female,No
5ebaeda13f4c6109a52a34b8,5765705e26ed5300019ff9da,TIMED-OUT,2020-05-12 18:40:42.860000,,968285.121765,77,897,4,100,,,United States,United States,,English,United States,Male,
5ebaf02813a167094c82a81b,5eb030b6e679c6080c9b2350,AWAITING REVIEW,2020-05-12 18:51:24.987000,2020-05-12 19:04:09.213000,764.226,19,37,0,100,,29ABE0A0,United States,United States,Part-Time,English,United States,Male,Yes
5ebaf028b5c4fc09414196da,5ba91685d08ab20001c83a13,AWAITING REVIEW,2020-05-12 18:51:26.151000,2020-05-12 19:14:52.822000,1406.671,30,105,0,100,,29ABE0A0,Ireland,United States,Full-Time,English,United States,Male,No
5ebaf0281269c7085cc64ecd,5eb9a6e24987d10c5f86c97c,AWAITING REVIEW,2020-05-12 18:51:32.794000,2020-05-12 19:04:29.350000,776.556,29,7,0,100,,29ABE0A0,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes
5ebaf0285b160109e4db83bf,5eaf6d165753b3670ba59587,AWAITING REVIEW,2020-05-12 18:51:20.952000,2020-05-12 19:20:03.325000,1722.373,19,44,0,100,,29ABE0A0,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
5ebaf029b698800a0335601a,5d92674f30a9a700130bdd3d,REJECTED,2020-05-12 18:52:27.171000,2020-05-12 19:02:33.947000,606.776,26,84,4,96,2020-05-13 00:37:54.072000,NOCODE,Austria,Switzerland,Part-Time,English,Austria,Female,Yes
5ebaf0b15f72f608e5f68e3c,5ceda8920afd6e0016a9ed7b,AWAITING REVIEW,2020-05-12 18:58:26.977000,2020-05-12 19:15:44.645000,1037.668,22,237,3,99,,29ABE0A0,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Male,Yes
5ebaf0b1172cca098b7b05d1,5e793f8ac3e5270de3852ed2,AWAITING REVIEW,2020-05-12 18:53:50.342000,2020-05-12 19:20:52.259000,1621.917,18,78,0,100,,29ABE0A0,United States,United States,Unemployed (and job seeking),English,United States,Male,Yes
5ebafe16a635cf0b33826353,5de50db39d0ad7494c73d559,AWAITING REVIEW,2020-05-12 19:51:07.513000,2020-05-12 20:13:27.156000,1339.643,32,90,0,100,,29ABE0A0,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Female,No
5ebb0751b41f4d0c4cbe9fa8,5dd05d80b2204f1487f7812c,RETURNED,2020-05-12 20:30:13.912000,,961714.274798,36,143,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ebb09fea0b0860cabf6ab38,5ea720160120e60d731120a9,RETURNED,2020-05-12 20:41:40.245000,,961027.941875,18,64,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ebb0b2fd2bedd0c54be9bda,5d278cc85e946f001b305b46,AWAITING REVIEW,2020-05-12 20:49:42.172000,2020-05-12 21:09:35.043000,1192.871,26,457,4,99,,29ABE0A0,United States,United States,Full-Time,English,United States,Female,Yes
5ebb417d044e0910d07c7992,5d384f7d3e880c00016d9080,AWAITING REVIEW,2020-05-13 00:38:47.748000,2020-05-13 01:02:28.034000,1420.286,27,436,1,100,,29ABE0A0,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No
5ebb417e5a9c461140d9167b,5eab8bbaf0b5cc17842f7670,TIMED-OUT,2020-05-13 00:38:22.504000,,946825.728125,22,24,3,87,,,United States,United States,Part-Time,English,Colombia,Female,No
5ebb5bb312025912b30f9995,5cbe04b4f429ff00159de30e,AWAITING REVIEW,2020-05-13 02:30:59.435000,2020-05-13 03:36:58.262000,3958.827,34,603,3,100,,29ABE0A0,Zimbabwe,United States,Full-Time,English,United States,Female,No
